,Apprehension Date,Apprehension AOR,citizenship_country,citizenship_country_cleaned,Continent,Country
184581,2025-02-27,Salt Lake City,Mexico,Mexico,North America,Mexico
184582,2025-02-28,Salt Lake City,El Salvador,El Salvador,North America,El Salvador
184583,2025-02-27,Salt Lake City,Honduras,Honduras,North America,Honduras
184584,2025-02-27,Houston,Mexico,Mexico,North America,Mexico
184585,2025-02-27,San Antonio,Mexico,Mexico,North America,Mexico
184586,2025-02-27,Miami,Mexico,Mexico,North America,Mexico
184587,2025-02-27,Miami,Guatemala,Guatemala,North America,Guatemala
184588,2025-02-27,Philadelphia,Dominican Republic,Dominican Republic,North America,Dominican Republic
184589,2025-02-28,Miami,Honduras,Honduras,North America,Honduras
184590,2025-02-27,Houston,Honduras,Honduras,North America,Honduras
184591,2025-02-27,Los Angeles,Mexico,Mexico,North America,Mexico
184592,2024-11-20,Phoenix,Mexico,Mexico,North America,Mexico
184593,2024-11-20,Phoenix,Mexico,Mexico,North America,Mexico
184594,2025-02-27,Houston,El Salvador,El Salvador,North America,El Salvador
184595,2025-02-26,Houston,El Salvador,El Salvador,North America,El Salvador
184596,2025-02-27,Salt Lake City,Guatemala,Guatemala,North America,Guatemala
184597,2025-02-27,Salt Lake City,Mexico,Mexico,North America,Mexico
184598,2025-02-27,Salt Lake City,Guatemala,Guatemala,North America,Guatemala
184599,2025-02-27,Harlingen,Mexico,Mexico,North America,Mexico
184600,2025-02-27,Harlingen,Mexico,Mexico,North America,Mexico
184601,2025-02-27,Harlingen,Mexico,Mexico,North America,Mexico
184602,2025-02-27,San Antonio,Honduras,Honduras,North America,Honduras
184603,2025-02-27,Harlingen,Guatemala,Guatemala,North America,Guatemala
184604,2025-02-26,Houston,Cuba,Cuba,North America,Cuba
184605,2025-02-26,Houston,Guatemala,Guatemala,North America,Guatemala
184606,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184607,2025-02-26,Houston,Honduras,Honduras,North America,Honduras
184608,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184609,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184610,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184611,2024-12-16,New Orleans,Mexico,Mexico,North America,Mexico
184612,2025-02-26,Houston,El Salvador,El Salvador,North America,El Salvador
184613,2025-02-26,Boston,United Kingdom,United Kingdom,Europe,United Kingdom
184614,2025-02-26,Houston,Honduras,Honduras,North America,Honduras
184615,2025-02-27,Baltimore,Nicaragua,Nicaragua,North America,Nicaragua
184616,2025-02-26,Baltimore,Nicaragua,Nicaragua,North America,Nicaragua
184617,2025-02-26,Los Angeles,El Salvador,El Salvador,North America,El Salvador
184618,2025-02-26,Salt Lake City,Guatemala,Guatemala,North America,Guatemala
184619,2025-02-27,Miami,Colombia,Colombia,South America,Colombia
184620,2025-02-26,Miami,Colombia,Colombia,South America,Colombia
184621,2025-02-26,Houston,Cuba,Cuba,North America,Cuba
184622,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184623,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184624,2025-02-26,San Antonio,Venezuela,Venezuela,South America,Venezuela
184625,2025-02-27,Houston,Honduras,Honduras,North America,Honduras
184626,2025-02-27,Houston,Honduras,Honduras,North America,Honduras
184627,2025-02-26,Miami,Argentina,Argentina,South America,Argentina
184628,2025-02-26,Miami,Honduras,Honduras,North America,Honduras
184629,2025-02-27,Houston,Honduras,Honduras,North America,Honduras
184630,2025-02-26,El Paso,Mexico,Mexico,North America,Mexico
184631,2025-02-26,Miami,Honduras,Honduras,North America,Honduras
184632,2025-02-27,St. Paul,Honduras,Honduras,North America,Honduras
184633,2025-02-26,Houston,Honduras,Honduras,North America,Honduras
184634,2025-02-26,Miami,Chile,Chile,South America,Chile
184635,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184636,2025-02-26,New York City,Honduras,Honduras,North America,Honduras
184637,2025-02-27,Dallas,Mexico,Mexico,North America,Mexico
184638,2025-02-26,Newark,Brazil,Brazil,South America,Brazil
184639,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184640,2025-02-26,Phoenix,Venezuela,Venezuela,South America,Venezuela
184641,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184642,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184643,2025-02-26,Detroit,Mexico,Mexico,North America,Mexico
184644,2025-02-26,Miami,Honduras,Honduras,North America,Honduras
184645,2025-02-26,Houston,El Salvador,El Salvador,North America,El Salvador
184646,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184647,2025-02-26,Houston,Nigeria,Nigeria,Africa,Nigeria
184648,2024-11-25,Houston,Nigeria,Nigeria,Africa,Nigeria
184649,2025-02-26,Chicago,Brazil,Brazil,South America,Brazil
184650,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184651,2025-02-26,Houston,Honduras,Honduras,North America,Honduras
184652,2025-02-26,Houston,Honduras,Honduras,North America,Honduras
184653,2025-02-26,Houston,United Kingdom,United Kingdom,Europe,United Kingdom
184654,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184655,2025-02-26,Houston,Honduras,Honduras,North America,Honduras
184656,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184657,2025-02-26,Newark,Guatemala,Guatemala,North America,Guatemala
184658,2025-02-26,Newark,Mexico,Mexico,North America,Mexico
184659,2025-02-27,Atlanta,Guatemala,Guatemala,North America,Guatemala
184660,2025-02-26,Miami,Dominican Republic,Dominican Republic,North America,Dominican Republic
184661,2025-02-26,Denver,Honduras,Honduras,North America,Honduras
184662,2025-02-26,Phoenix,Mexico,Mexico,North America,Mexico
184663,2025-02-26,Phoenix,Mexico,Mexico,North America,Mexico
184664,2025-02-26,Dallas,Mexico,Mexico,North America,Mexico
184665,2025-02-26,El Paso,Mexico,Mexico,North America,Mexico
184666,2025-02-26,Phoenix,Mexico,Mexico,North America,Mexico
184667,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184668,2025-02-26,Salt Lake City,Mexico,Mexico,North America,Mexico
184669,2025-02-26,Washington,Venezuela,Venezuela,South America,Venezuela
184670,2024-10-01,Washington,Venezuela,Venezuela,South America,Venezuela
184671,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184672,2025-02-24,New Orleans,Mexico,Mexico,North America,Mexico
184673,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184674,2025-02-26,St. Paul,Mexico,Mexico,North America,Mexico
184675,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184676,2025-02-25,New Orleans,Mexico,Mexico,North America,Mexico
184677,2025-02-26,New Orleans,Nicaragua,Nicaragua,North America,Nicaragua
184678,2025-02-26,St. Paul,Ecuador,Ecuador,South America,Ecuador
184679,2025-02-26,Atlanta,Honduras,Honduras,North America,Honduras
184680,2025-02-26,New Orleans,El Salvador,El Salvador,North America,El Salvador
184681,2025-02-25,New Orleans,El Salvador,El Salvador,North America,El Salvador
184682,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184683,2025-02-26,New Orleans,Guatemala,Guatemala,North America,Guatemala
184684,2025-02-25,New Orleans,Guatemala,Guatemala,North America,Guatemala
184685,2025-02-26,Phoenix,Cuba,Cuba,North America,Cuba
184686,2025-02-27,Houston,Mexico,Mexico,North America,Mexico
184687,2025-02-26,New York City,"China, Peoples Republic Of",China,Asia,China
184688,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184689,2025-02-26,Harlingen,Mexico,Mexico,North America,Mexico
184690,2025-02-28,Philadelphia,El Salvador,El Salvador,North America,El Salvador
184691,2025-02-28,Philadelphia,El Salvador,El Salvador,North America,El Salvador
184692,2025-02-26,Harlingen,Mexico,Mexico,North America,Mexico
184693,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184694,2025-02-26,Boston,Honduras,Honduras,North America,Honduras
184695,2025-02-26,Boston,Liberia,Liberia,Africa,Liberia
184696,2025-02-26,Boston,Dominican Republic,Dominican Republic,North America,Dominican Republic
184697,2025-02-26,Boston,Brazil,Brazil,South America,Brazil
184698,2025-02-26,Boston,Brazil,Brazil,South America,Brazil
184699,2025-02-26,Boston,Guatemala,Guatemala,North America,Guatemala
184700,2025-02-26,Boston,Guatemala,Guatemala,North America,Guatemala
184701,2025-02-26,Boston,Brazil,Brazil,South America,Brazil
184702,2025-02-26,Boston,Brazil,Brazil,South America,Brazil
184703,2025-02-26,San Francisco,Mexico,Mexico,North America,Mexico
184704,2025-02-26,Boston,Brazil,Brazil,South America,Brazil
184705,2025-02-26,Boston,Brazil,Brazil,South America,Brazil
184706,2025-02-26,Boston,Brazil,Brazil,South America,Brazil
184707,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184708,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184709,2025-02-26,Miami,Guatemala,Guatemala,North America,Guatemala
184710,2025-02-12,Houston,Mexico,Mexico,North America,Mexico
184711,2025-02-26,Boston,Guatemala,Guatemala,North America,Guatemala
184712,2025-02-26,Philadelphia,Laos,Laos,Asia,Laos
184713,2025-02-26,Miami,Honduras,Honduras,North America,Honduras
184714,2025-02-26,Washington,El Salvador,El Salvador,North America,El Salvador
184715,2025-02-26,Chicago,Mexico,Mexico,North America,Mexico
184716,2025-02-26,Miami,Venezuela,Venezuela,South America,Venezuela
184717,2025-02-26,Miami,Venezuela,Venezuela,South America,Venezuela
184718,2025-02-26,Miami,Nicaragua,Nicaragua,North America,Nicaragua
184719,2025-02-26,Miami,Nicaragua,Nicaragua,North America,Nicaragua
184720,2025-02-26,Miami,Nicaragua,Nicaragua,North America,Nicaragua
184721,2024-10-28,Miami,Cuba,Cuba,North America,Cuba
184722,2025-02-26,Miami,El Salvador,El Salvador,North America,El Salvador
184723,2025-02-26,Washington,Honduras,Honduras,North America,Honduras
184724,2025-02-26,Buffalo,Nigeria,Nigeria,Africa,Nigeria
184725,2025-02-26,Chicago,Venezuela,Venezuela,South America,Venezuela
184726,2025-02-26,Washington,El Salvador,El Salvador,North America,El Salvador
184727,2025-02-26,Chicago,Mexico,Mexico,North America,Mexico
184728,2025-02-20,Houston,Mexico,Mexico,North America,Mexico
184729,2025-02-26,Buffalo,Venezuela,Venezuela,South America,Venezuela
184730,2025-02-19,Houston,Mexico,Mexico,North America,Mexico
184731,2025-02-26,Philadelphia,Haiti,Haiti,North America,Haiti
184732,2025-02-26,Houston,Guatemala,Guatemala,North America,Guatemala
184733,2025-02-26,Los Angeles,"China, Peoples Republic Of",China,Asia,China
184734,2025-02-26,Miami,Dominican Republic,Dominican Republic,North America,Dominican Republic
184735,2025-02-26,Houston,Honduras,Honduras,North America,Honduras
184736,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184737,2025-02-25,Miami,Mexico,Mexico,North America,Mexico
184738,2025-01-09,Miami,Mexico,Mexico,North America,Mexico
184739,2025-02-25,Miami,Venezuela,Venezuela,South America,Venezuela
184740,2025-02-25,Miami,Guatemala,Guatemala,North America,Guatemala
184741,2025-02-26,Atlanta,Honduras,Honduras,North America,Honduras
184742,2025-02-25,Miami,Guatemala,Guatemala,North America,Guatemala
184743,2025-02-25,Miami,Guatemala,Guatemala,North America,Guatemala
184744,2025-02-26,Miami,Cuba,Cuba,North America,Cuba
184745,2025-02-25,Miami,Honduras,Honduras,North America,Honduras
184746,2025-02-24,Miami,Dominican Republic,Dominican Republic,North America,Dominican Republic
184747,2025-02-25,Miami,Guatemala,Guatemala,North America,Guatemala
184748,2025-01-29,Miami,Guatemala,Guatemala,North America,Guatemala
184749,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184750,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184751,2025-02-26,Detroit,Venezuela,Venezuela,South America,Venezuela
184752,2025-02-26,El Paso,Mexico,Mexico,North America,Mexico
184753,2025-02-26,Chicago,Guatemala,Guatemala,North America,Guatemala
184754,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184755,2025-02-26,Philadelphia,Venezuela,Venezuela,South America,Venezuela
184756,2025-02-26,Newark,Guatemala,Guatemala,North America,Guatemala
184757,2025-02-26,Washington,Honduras,Honduras,North America,Honduras
184758,2025-02-26,New Orleans,El Salvador,El Salvador,North America,El Salvador
184759,2025-02-26,Newark,Ecuador,Ecuador,South America,Ecuador
184760,2025-02-26,Newark,Ecuador,Ecuador,South America,Ecuador
184761,2025-02-26,Newark,Dominican Republic,Dominican Republic,North America,Dominican Republic
184762,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184763,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184764,2025-02-26,St. Paul,Guatemala,Guatemala,North America,Guatemala
184765,2025-02-26,Newark,Spain,Spain,Europe,Spain
184766,2025-02-26,Los Angeles,Nicaragua,Nicaragua,North America,Nicaragua
184767,2025-02-26,Miami,Honduras,Honduras,North America,Honduras
184768,2025-02-26,Miami,Cuba,Cuba,North America,Cuba
184769,2025-02-26,Miami,Guatemala,Guatemala,North America,Guatemala
184770,2025-02-26,Philadelphia,Ecuador,Ecuador,South America,Ecuador
184771,2025-02-26,Miami,Honduras,Honduras,North America,Honduras
184772,2025-02-26,Miami,Mexico,Mexico,North America,Mexico
184773,2025-02-25,Miami,Cuba,Cuba,North America,Cuba
184774,2025-02-26,Harlingen,Mexico,Mexico,North America,Mexico
184775,2025-02-26,Los Angeles,Mexico,Mexico,North America,Mexico
184776,2025-02-26,Chicago,Guatemala,Guatemala,North America,Guatemala
184777,2025-02-26,Newark,Ecuador,Ecuador,South America,Ecuador
184778,2025-02-26,Phoenix,Mexico,Mexico,North America,Mexico
184779,2025-02-26,Los Angeles,El Salvador,El Salvador,North America,El Salvador
184780,2025-02-26,Newark,Ecuador,Ecuador,South America,Ecuador
184781,2025-02-26,Philadelphia,Guatemala,Guatemala,North America,Guatemala
184782,2025-02-26,Denver,Mexico,Mexico,North America,Mexico
184783,2025-02-26,St. Paul,Mexico,Mexico,North America,Mexico
184784,2025-02-26,Newark,Peru,Peru,South America,Peru
184785,2025-02-26,New York City,St. Lucia,Saint Lucia,North America,Saint Lucia
184786,2025-02-26,Chicago,Mexico,Mexico,North America,Mexico
184787,2025-02-26,Detroit,Colombia,Colombia,South America,Colombia
184788,2025-02-26,Detroit,Nicaragua,Nicaragua,North America,Nicaragua
184789,2025-02-26,Detroit,Vietnam,Vietnam,Asia,Vietnam
184790,2025-02-26,St. Paul,Ivory Coast,Ivory Coast,Africa,Ivory Coast
184791,2025-02-26,Phoenix,Mexico,Mexico,North America,Mexico
184792,2025-02-26,Newark,India,India,Asia,India
184793,2025-02-26,Harlingen,Mexico,Mexico,North America,Mexico
184794,2025-02-26,Miami,Honduras,Honduras,North America,Honduras
184795,2025-02-26,San Francisco,Lebanon,Lebanon,Asia,Lebanon
184796,2025-02-26,New Orleans,Guatemala,Guatemala,North America,Guatemala
184797,2025-02-26,Miami,Mexico,Mexico,North America,Mexico
184798,2025-02-26,Chicago,Venezuela,Venezuela,South America,Venezuela
184799,2025-02-26,San Francisco,Cuba,Cuba,North America,Cuba
184800,2025-02-26,Atlanta,Guatemala,Guatemala,North America,Guatemala
184801,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184802,2025-02-26,Chicago,Mexico,Mexico,North America,Mexico
184803,2025-02-26,Miami,Mexico,Mexico,North America,Mexico
184804,2025-01-29,Houston,Mexico,Mexico,North America,Mexico
184805,2025-02-26,Chicago,Mexico,Mexico,North America,Mexico
184806,2025-02-26,Washington,Sierra Leone,Sierra Leone,Africa,Sierra Leone
184807,2025-02-26,St. Paul,Mexico,Mexico,North America,Mexico
184808,2025-02-26,Chicago,Guatemala,Guatemala,North America,Guatemala
184809,2025-02-26,Baltimore,Philippines,Philippines,Asia,Philippines
184810,2025-02-26,Baltimore,El Salvador,El Salvador,North America,El Salvador
184811,2025-02-26,St. Paul,Ecuador,Ecuador,South America,Ecuador
184812,2025-02-26,Buffalo,Ecuador,Ecuador,South America,Ecuador
184813,2025-02-26,Chicago,Mexico,Mexico,North America,Mexico
184814,2025-02-26,Miami,El Salvador,El Salvador,North America,El Salvador
184815,2025-02-25,Atlanta,Honduras,Honduras,North America,Honduras
184816,2025-02-26,Dallas,Venezuela,Venezuela,South America,Venezuela
184817,2025-02-26,Detroit,Colombia,Colombia,South America,Colombia
184818,2025-02-26,Dallas,Venezuela,Venezuela,South America,Venezuela
184819,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184820,2025-02-26,Atlanta,Mexico,Mexico,North America,Mexico
184821,2025-02-26,Atlanta,Honduras,Honduras,North America,Honduras
184822,2025-02-26,Newark,Brazil,Brazil,South America,Brazil
184823,2025-02-26,Boston,Jamaica,Jamaica,North America,Jamaica
184824,2025-02-26,New Orleans,Honduras,Honduras,North America,Honduras
184825,2025-02-26,Dallas,Mexico,Mexico,North America,Mexico
184826,2025-02-26,Dallas,Mexico,Mexico,North America,Mexico
184827,2025-02-26,New Orleans,Nicaragua,Nicaragua,North America,Nicaragua
184828,2025-02-26,Dallas,Mexico,Mexico,North America,Mexico
184829,2025-02-26,Dallas,Mexico,Mexico,North America,Mexico
184830,2025-02-26,Newark,Ecuador,Ecuador,South America,Ecuador
184831,2025-02-26,Newark,Ecuador,Ecuador,South America,Ecuador
184832,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184833,2025-02-26,Philadelphia,Nicaragua,Nicaragua,North America,Nicaragua
184834,2025-01-28,Atlanta,Mexico,Mexico,North America,Mexico
184835,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184836,2025-02-26,Newark,Peru,Peru,South America,Peru
184837,2025-02-26,Harlingen,Mexico,Mexico,North America,Mexico
184838,2025-02-26,Newark,Ecuador,Ecuador,South America,Ecuador
184839,2025-02-26,Chicago,Nigeria,Nigeria,Africa,Nigeria
184840,2025-02-26,Denver,Colombia,Colombia,South America,Colombia
184841,2025-02-26,Denver,Colombia,Colombia,South America,Colombia
184842,2025-02-26,Philadelphia,India,India,Asia,India
184843,2025-02-26,Boston,Colombia,Colombia,South America,Colombia
184844,2025-02-26,Newark,Peru,Peru,South America,Peru
184845,2025-02-26,Newark,Trinidad And Tobago,Trinidad and Tobago,North America,Trinidad and Tobago
184846,2025-02-26,Atlanta,Guatemala,Guatemala,North America,Guatemala
184847,2025-02-26,Newark,Ecuador,Ecuador,South America,Ecuador
184848,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184849,2025-02-26,Atlanta,Mexico,Mexico,North America,Mexico
184850,2025-02-26,St. Paul,Ecuador,Ecuador,South America,Ecuador
184851,2025-02-26,Philadelphia,Benin,Benin,Africa,Benin
184852,2025-02-26,Philadelphia,Brazil,Brazil,South America,Brazil
184853,2025-02-26,Atlanta,Mexico,Mexico,North America,Mexico
184854,2025-02-26,Buffalo,Ecuador,Ecuador,South America,Ecuador
184855,2025-02-26,Washington,Honduras,Honduras,North America,Honduras
184856,2025-02-26,New Orleans,Guatemala,Guatemala,North America,Guatemala
184857,2025-02-26,Philadelphia,Ecuador,Ecuador,South America,Ecuador
184858,2025-02-26,Houston,Venezuela,Venezuela,South America,Venezuela
184859,2025-02-26,Chicago,Mexico,Mexico,North America,Mexico
184860,2025-02-26,Washington,Venezuela,Venezuela,South America,Venezuela
184861,2025-02-26,Atlanta,Mexico,Mexico,North America,Mexico
184862,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184863,2025-02-26,Philadelphia,Ethiopia,Ethiopia,Africa,Ethiopia
184864,2025-02-26,Salt Lake City,Colombia,Colombia,South America,Colombia
184865,2025-02-20,Houston,Mexico,Mexico,North America,Mexico
184866,2025-02-26,Philadelphia,Russia,Russia,Asia,Russia
184867,2025-02-26,Newark,Venezuela,Venezuela,South America,Venezuela
184868,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184869,2025-02-26,Philadelphia,Georgia,Georgia,Europe,Georgia
184870,2025-02-26,Philadelphia,Brazil,Brazil,South America,Brazil
184871,2025-02-26,St. Paul,Guatemala,Guatemala,North America,Guatemala
184872,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184873,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184874,2025-02-26,Washington,El Salvador,El Salvador,North America,El Salvador
184875,2025-02-26,Harlingen,Mexico,Mexico,North America,Mexico
184876,2025-02-26,New Orleans,Honduras,Honduras,North America,Honduras
184877,2025-02-26,Harlingen,Mexico,Mexico,North America,Mexico
184878,2025-02-26,Houston,El Salvador,El Salvador,North America,El Salvador
184879,2025-02-27,Miami,Guatemala,Guatemala,North America,Guatemala
184880,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184881,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184882,2025-02-26,Los Angeles,Nicaragua,Nicaragua,North America,Nicaragua
184883,2025-02-26,New Orleans,Honduras,Honduras,North America,Honduras
184884,2025-02-25,Salt Lake City,El Salvador,El Salvador,North America,El Salvador
184885,2025-02-26,Philadelphia,Colombia,Colombia,South America,Colombia
184886,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184887,2025-02-20,Houston,Mexico,Mexico,North America,Mexico
184888,2025-02-26,Phoenix,Mexico,Mexico,North America,Mexico
184889,2025-02-27,Atlanta,El Salvador,El Salvador,North America,El Salvador
184890,2025-02-26,Boston,Dominican Republic,Dominican Republic,North America,Dominican Republic
184891,2025-02-26,New Orleans,Honduras,Honduras,North America,Honduras
184892,2025-02-26,Chicago,Venezuela,Venezuela,South America,Venezuela
184893,2025-02-26,New Orleans,Guatemala,Guatemala,North America,Guatemala
184894,2025-02-26,Houston,Honduras,Honduras,North America,Honduras
184895,2025-02-26,New Orleans,Guatemala,Guatemala,North America,Guatemala
184896,2025-02-26,Atlanta,Mexico,Mexico,North America,Mexico
184897,2025-02-26,Chicago,Honduras,Honduras,North America,Honduras
184898,2025-02-26,Atlanta,Mexico,Mexico,North America,Mexico
184899,2025-02-26,New Orleans,Serbia,Serbia,Europe,Serbia
184900,2025-02-26,Atlanta,Mexico,Mexico,North America,Mexico
184901,2025-02-26,Newark,Dominican Republic,Dominican Republic,North America,Dominican Republic
184902,2025-02-26,Atlanta,Mexico,Mexico,North America,Mexico
184903,2025-02-26,New York City,Ecuador,Ecuador,South America,Ecuador
184904,2025-02-26,San Antonio,Colombia,Colombia,South America,Colombia
184905,2025-02-26,Atlanta,Nigeria,Nigeria,Africa,Nigeria
184906,2025-02-26,New Orleans,Honduras,Honduras,North America,Honduras
184907,2025-02-26,Newark,Mexico,Mexico,North America,Mexico
184908,2025-02-25,Miami,Mexico,Mexico,North America,Mexico
184909,2025-02-26,Washington,Mexico,Mexico,North America,Mexico
184910,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184911,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184912,2025-02-26,St. Paul,Ecuador,Ecuador,South America,Ecuador
184913,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184914,2025-02-26,San Antonio,Venezuela,Venezuela,South America,Venezuela
184915,2025-02-26,Newark,Brazil,Brazil,South America,Brazil
184916,2025-02-26,Dallas,Mexico,Mexico,North America,Mexico
184917,2025-02-26,Chicago,El Salvador,El Salvador,North America,El Salvador
184918,2025-02-26,Atlanta,Mexico,Mexico,North America,Mexico
184919,2025-02-26,Atlanta,Guatemala,Guatemala,North America,Guatemala
184920,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184921,2025-02-25,Miami,Mexico,Mexico,North America,Mexico
184922,2025-02-26,Atlanta,Honduras,Honduras,North America,Honduras
184923,2025-02-26,Atlanta,Colombia,Colombia,South America,Colombia
184924,2025-02-26,Phoenix,Mexico,Mexico,North America,Mexico
184925,2025-02-26,Baltimore,Kyrgyzstan,Kyrgyzstan,Asia,Kyrgyzstan
184926,2025-02-26,Atlanta,Guatemala,Guatemala,North America,Guatemala
184927,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184928,2025-02-25,Miami,Jamaica,Jamaica,North America,Jamaica
184929,2025-02-25,Miami,Mexico,Mexico,North America,Mexico
184930,2025-02-26,Seattle,Philippines,Philippines,Asia,Philippines
184931,2025-02-25,Miami,Zimbabwe,Zimbabwe,Africa,Zimbabwe
184932,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184933,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184934,2025-02-26,Atlanta,Mexico,Mexico,North America,Mexico
184935,2025-02-26,New Orleans,Vietnam,Vietnam,Asia,Vietnam
184936,2025-02-26,Atlanta,Brazil,Brazil,South America,Brazil
184937,2025-02-26,New Orleans,Honduras,Honduras,North America,Honduras
184938,2025-02-26,Atlanta,Guatemala,Guatemala,North America,Guatemala
184939,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184940,2025-02-26,New Orleans,Nicaragua,Nicaragua,North America,Nicaragua
184941,2025-02-26,Atlanta,Ecuador,Ecuador,South America,Ecuador
184942,2025-02-26,New Orleans,Honduras,Honduras,North America,Honduras
184943,2025-02-26,Atlanta,Mexico,Mexico,North America,Mexico
184944,2025-02-26,San Francisco,"Micronesia, Federated States Of",Micronesia,Oceania,Micronesia
184945,2025-02-26,San Francisco,Mexico,Mexico,North America,Mexico
184946,2025-02-26,San Antonio,Nepal,Nepal,Asia,Nepal
184947,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184948,2025-02-26,Philadelphia,Jamaica,Jamaica,North America,Jamaica
184949,2025-02-26,Denver,Mexico,Mexico,North America,Mexico
184950,2025-02-26,St. Paul,Nicaragua,Nicaragua,North America,Nicaragua
184951,2025-02-26,Chicago,El Salvador,El Salvador,North America,El Salvador
184952,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184953,2025-02-26,Chicago,Honduras,Honduras,North America,Honduras
184954,2025-02-26,Atlanta,Honduras,Honduras,North America,Honduras
184955,2025-02-26,Atlanta,Colombia,Colombia,South America,Colombia
184956,2025-02-26,Buffalo,Guatemala,Guatemala,North America,Guatemala
184957,2025-02-26,New Orleans,Honduras,Honduras,North America,Honduras
184958,2025-02-26,Miami,Honduras,Honduras,North America,Honduras
184959,2025-02-26,New Orleans,Venezuela,Venezuela,South America,Venezuela
184960,2025-02-26,Miami,Brazil,Brazil,South America,Brazil
184961,2025-02-26,Detroit,Mexico,Mexico,North America,Mexico
184962,2025-02-26,Phoenix,Mexico,Mexico,North America,Mexico
184963,2024-11-24,Detroit,Mexico,Mexico,North America,Mexico
184964,2025-02-26,Phoenix,Mexico,Mexico,North America,Mexico
184965,2025-02-26,Washington,Honduras,Honduras,North America,Honduras
184966,2025-02-26,Detroit,Mexico,Mexico,North America,Mexico
184967,2025-02-26,Dallas,Cuba,Cuba,North America,Cuba
184968,2025-02-26,Chicago,Laos,Laos,Asia,Laos
184969,2025-02-25,Atlanta,Mexico,Mexico,North America,Mexico
184970,2025-02-26,New Orleans,Mexico,Mexico,North America,Mexico
184971,2025-02-26,Miami,Nicaragua,Nicaragua,North America,Nicaragua
184972,2025-02-25,Atlanta,Mexico,Mexico,North America,Mexico
184973,2025-02-26,New York City,Colombia,Colombia,South America,Colombia
184974,2025-02-26,Miami,Dominican Republic,Dominican Republic,North America,Dominican Republic
184975,2025-02-26,Atlanta,Mexico,Mexico,North America,Mexico
184976,2025-02-26,Detroit,Senegal,Senegal,Africa,Senegal
184977,2025-02-25,Atlanta,Jamaica,Jamaica,North America,Jamaica
184978,2025-02-26,Houston,Honduras,Honduras,North America,Honduras
184979,2025-02-26,Detroit,Yemen,Yemen,Asia,Yemen
184980,2025-02-26,Chicago,Honduras,Honduras,North America,Honduras
184981,2025-02-26,Detroit,Vietnam,Vietnam,Asia,Vietnam
184982,2025-02-26,Houston,Mexico,Mexico,North America,Mexico
184983,2025-02-26,Dallas,El Salvador,El Salvador,North America,El Salvador
