aor_nam,Apprehension Date,arrests,week_rolling_avg,Administration
New Orleans,2016-09-02,33,18.0,Trump 1.0
New Orleans,2016-09-03,3,19.0,Trump 1.0
New Orleans,2016-09-04,2,19.0,Trump 1.0
New Orleans,2016-09-06,16,18.0,Trump 1.0
New Orleans,2016-09-07,20,17.0,Trump 1.0
New Orleans,2016-09-08,22,17.0,Trump 1.0
New Orleans,2016-09-09,25,17.0,Trump 1.0
New Orleans,2016-09-10,1,13.0,Trump 1.0
New Orleans,2016-09-11,2,13.0,Trump 1.0
New Orleans,2016-09-12,23,16.0,Trump 1.0
New Orleans,2016-09-13,31,18.0,Trump 1.0
New Orleans,2016-09-14,19,18.0,Trump 1.0
New Orleans,2016-09-15,23,18.0,Trump 1.0
New Orleans,2016-09-16,23,17.0,Trump 1.0
New Orleans,2016-09-17,3,18.0,Trump 1.0
New Orleans,2016-09-19,16,20.0,Trump 1.0
New Orleans,2016-09-20,18,19.0,Trump 1.0
New Orleans,2016-09-21,30,19.0,Trump 1.0
New Orleans,2016-09-22,24,20.0,Trump 1.0
New Orleans,2016-09-23,27,20.0,Trump 1.0
New Orleans,2016-09-24,1,17.0,Trump 1.0
New Orleans,2016-09-26,21,20.0,Trump 1.0
New Orleans,2016-09-27,22,20.0,Trump 1.0
New Orleans,2016-09-28,20,21.0,Trump 1.0
New Orleans,2016-09-29,27,20.0,Trump 1.0
New Orleans,2016-09-30,28,21.0,Trump 1.0
New Orleans,2016-10-01,8,18.0,Trump 1.0
New Orleans,2016-10-02,4,19.0,Trump 1.0
New Orleans,2016-10-03,24,19.0,Trump 1.0
New Orleans,2016-10-04,14,18.0,Trump 1.0
New Orleans,2016-10-05,26,19.0,Trump 1.0
New Orleans,2016-10-06,22,18.0,Trump 1.0
New Orleans,2016-10-07,30,18.0,Trump 1.0
New Orleans,2016-10-08,2,17.0,Trump 1.0
New Orleans,2016-10-10,1,17.0,Trump 1.0
New Orleans,2016-10-11,21,17.0,Trump 1.0
New Orleans,2016-10-12,15,17.0,Trump 1.0
New Orleans,2016-10-13,22,16.0,Trump 1.0
New Orleans,2016-10-14,25,17.0,Trump 1.0
New Orleans,2016-10-15,1,12.0,Trump 1.0
New Orleans,2016-10-17,21,15.0,Trump 1.0
New Orleans,2016-10-18,19,18.0,Trump 1.0
New Orleans,2016-10-19,33,19.0,Trump 1.0
New Orleans,2016-10-20,21,20.0,Trump 1.0
New Orleans,2016-10-21,23,20.0,Trump 1.0
New Orleans,2016-10-23,1,17.0,Trump 1.0
New Orleans,2016-10-24,27,21.0,Trump 1.0
New Orleans,2016-10-25,14,20.0,Trump 1.0
New Orleans,2016-10-26,16,19.0,Trump 1.0
New Orleans,2016-10-27,24,18.0,Trump 1.0
New Orleans,2016-10-28,24,18.0,Trump 1.0
New Orleans,2016-10-31,12,17.0,Trump 1.0
New Orleans,2016-11-01,22,20.0,Trump 1.0
New Orleans,2016-11-02,19,19.0,Trump 1.0
New Orleans,2016-11-03,18,19.0,Trump 1.0
New Orleans,2016-11-04,35,22.0,Trump 1.0
New Orleans,2016-11-05,1,19.0,Trump 1.0
New Orleans,2016-11-06,2,16.0,Trump 1.0
New Orleans,2016-11-07,11,15.0,Trump 1.0
New Orleans,2016-11-08,29,16.0,Trump 1.0
New Orleans,2016-11-09,21,17.0,Trump 1.0
New Orleans,2016-11-10,32,19.0,Trump 1.0
New Orleans,2016-11-11,3,14.0,Trump 1.0
New Orleans,2016-11-14,18,17.0,Trump 1.0
New Orleans,2016-11-15,32,21.0,Trump 1.0
New Orleans,2016-11-16,19,22.0,Trump 1.0
New Orleans,2016-11-17,26,22.0,Trump 1.0
New Orleans,2016-11-18,26,22.0,Trump 1.0
New Orleans,2016-11-19,1,18.0,Trump 1.0
New Orleans,2016-11-20,2,18.0,Trump 1.0
New Orleans,2016-11-21,21,18.0,Trump 1.0
New Orleans,2016-11-22,27,17.0,Trump 1.0
New Orleans,2016-11-23,17,17.0,Trump 1.0
New Orleans,2016-11-25,9,15.0,Trump 1.0
New Orleans,2016-11-26,3,11.0,Trump 1.0
New Orleans,2016-11-28,19,14.0,Trump 1.0
New Orleans,2016-11-29,21,17.0,Trump 1.0
New Orleans,2016-11-30,16,16.0,Trump 1.0
New Orleans,2016-12-01,27,16.0,Trump 1.0
New Orleans,2016-12-02,23,17.0,Trump 1.0
New Orleans,2016-12-04,1,16.0,Trump 1.0
New Orleans,2016-12-05,18,18.0,Trump 1.0
New Orleans,2016-12-06,14,17.0,Trump 1.0
New Orleans,2016-12-07,19,17.0,Trump 1.0
New Orleans,2016-12-08,27,18.0,Trump 1.0
New Orleans,2016-12-09,13,16.0,Trump 1.0
New Orleans,2016-12-11,2,13.0,Trump 1.0
New Orleans,2016-12-12,21,16.0,Trump 1.0
New Orleans,2016-12-13,21,17.0,Trump 1.0
New Orleans,2016-12-14,22,18.0,Trump 1.0
New Orleans,2016-12-15,34,20.0,Trump 1.0
New Orleans,2016-12-16,12,18.0,Trump 1.0
New Orleans,2016-12-17,3,16.0,Trump 1.0
New Orleans,2016-12-19,27,20.0,Trump 1.0
New Orleans,2016-12-20,13,19.0,Trump 1.0
New Orleans,2016-12-21,25,19.0,Trump 1.0
New Orleans,2016-12-22,15,18.0,Trump 1.0
New Orleans,2016-12-23,23,17.0,Trump 1.0
New Orleans,2016-12-25,1,15.0,Trump 1.0
New Orleans,2016-12-27,13,17.0,Trump 1.0
New Orleans,2016-12-28,15,15.0,Trump 1.0
New Orleans,2016-12-29,21,16.0,Trump 1.0
New Orleans,2016-12-30,16,15.0,Trump 1.0
New Orleans,2017-01-01,2,13.0,Trump 1.0
New Orleans,2017-01-03,11,11.0,Trump 1.0
New Orleans,2017-01-04,24,15.0,Trump 1.0
New Orleans,2017-01-05,27,17.0,Trump 1.0
New Orleans,2017-01-06,24,18.0,Trump 1.0
New Orleans,2017-01-09,18,17.0,Trump 1.0
New Orleans,2017-01-10,23,18.0,Trump 1.0
New Orleans,2017-01-11,19,21.0,Trump 1.0
New Orleans,2017-01-12,20,22.0,Trump 1.0
New Orleans,2017-01-13,26,22.0,Trump 1.0
New Orleans,2017-01-14,9,20.0,Trump 1.0
New Orleans,2017-01-15,1,17.0,Trump 1.0
New Orleans,2017-01-17,18,17.0,Trump 1.0
New Orleans,2017-01-18,29,17.0,Trump 1.0
New Orleans,2017-01-19,15,17.0,Trump 1.0
New Orleans,2017-01-20,19,17.0,Trump 1.0
New Orleans,2017-01-21,3,13.0,Trump 1.0
New Orleans,2017-01-23,36,17.0,Trump 1.0
New Orleans,2017-01-24,31,22.0,Trump 1.0
New Orleans,2017-01-25,23,22.0,Trump 1.0
New Orleans,2017-01-26,20,21.0,Trump 1.0
New Orleans,2017-01-27,30,23.0,Trump 1.0
New Orleans,2017-01-28,1,21.0,Trump 1.0
New Orleans,2017-01-30,31,25.0,Trump 1.0
New Orleans,2017-01-31,18,22.0,Trump 1.0
New Orleans,2017-02-01,20,20.0,Trump 1.0
New Orleans,2017-02-02,20,20.0,Trump 1.0
New Orleans,2017-02-03,28,21.0,Trump 1.0
New Orleans,2017-02-06,35,22.0,Trump 1.0
New Orleans,2017-02-07,27,26.0,Trump 1.0
New Orleans,2017-02-08,31,26.0,Trump 1.0
New Orleans,2017-02-09,19,26.0,Trump 1.0
New Orleans,2017-02-10,29,27.0,Trump 1.0
New Orleans,2017-02-11,3,25.0,Trump 1.0
New Orleans,2017-02-12,1,21.0,Trump 1.0
New Orleans,2017-02-13,29,20.0,Trump 1.0
New Orleans,2017-02-14,22,19.0,Trump 1.0
New Orleans,2017-02-15,25,18.0,Trump 1.0
New Orleans,2017-02-16,32,20.0,Trump 1.0
New Orleans,2017-02-17,44,22.0,Trump 1.0
New Orleans,2017-02-19,6,23.0,Trump 1.0
New Orleans,2017-02-20,4,23.0,Trump 1.0
New Orleans,2017-02-21,33,24.0,Trump 1.0
New Orleans,2017-02-22,20,23.0,Trump 1.0
New Orleans,2017-02-23,23,23.0,Trump 1.0
New Orleans,2017-02-24,25,22.0,Trump 1.0
New Orleans,2017-02-26,6,17.0,Trump 1.0
New Orleans,2017-02-27,24,19.0,Trump 1.0
New Orleans,2017-02-28,39,24.0,Trump 1.0
New Orleans,2017-03-01,19,22.0,Trump 1.0
New Orleans,2017-03-02,35,24.0,Trump 1.0
New Orleans,2017-03-03,23,24.0,Trump 1.0
New Orleans,2017-03-04,2,21.0,Trump 1.0
New Orleans,2017-03-05,1,20.0,Trump 1.0
New Orleans,2017-03-06,26,21.0,Trump 1.0
New Orleans,2017-03-07,26,19.0,Trump 1.0
New Orleans,2017-03-08,28,20.0,Trump 1.0
New Orleans,2017-03-09,24,19.0,Trump 1.0
New Orleans,2017-03-10,26,19.0,Trump 1.0
New Orleans,2017-03-11,2,19.0,Trump 1.0
New Orleans,2017-03-13,22,22.0,Trump 1.0
New Orleans,2017-03-14,29,22.0,Trump 1.0
New Orleans,2017-03-15,32,23.0,Trump 1.0
New Orleans,2017-03-16,23,23.0,Trump 1.0
New Orleans,2017-03-17,23,22.0,Trump 1.0
New Orleans,2017-03-18,12,20.0,Trump 1.0
New Orleans,2017-03-19,12,22.0,Trump 1.0
New Orleans,2017-03-20,23,22.0,Trump 1.0
New Orleans,2017-03-21,48,25.0,Trump 1.0
New Orleans,2017-03-22,36,25.0,Trump 1.0
New Orleans,2017-03-23,31,26.0,Trump 1.0
New Orleans,2017-03-24,27,27.0,Trump 1.0
New Orleans,2017-03-25,4,26.0,Trump 1.0
New Orleans,2017-03-27,42,30.0,Trump 1.0
New Orleans,2017-03-28,67,36.0,Trump 1.0
New Orleans,2017-03-29,25,33.0,Trump 1.0
New Orleans,2017-03-30,23,31.0,Trump 1.0
New Orleans,2017-03-31,33,32.0,Trump 1.0
New Orleans,2017-04-01,6,29.0,Trump 1.0
New Orleans,2017-04-02,6,29.0,Trump 1.0
New Orleans,2017-04-03,21,26.0,Trump 1.0
New Orleans,2017-04-04,41,22.0,Trump 1.0
New Orleans,2017-04-05,29,23.0,Trump 1.0
New Orleans,2017-04-06,33,24.0,Trump 1.0
New Orleans,2017-04-07,23,23.0,Trump 1.0
New Orleans,2017-04-09,2,22.0,Trump 1.0
New Orleans,2017-04-10,26,25.0,Trump 1.0
New Orleans,2017-04-11,31,26.0,Trump 1.0
New Orleans,2017-04-12,27,24.0,Trump 1.0
New Orleans,2017-04-13,28,24.0,Trump 1.0
New Orleans,2017-04-14,22,23.0,Trump 1.0
New Orleans,2017-04-15,2,20.0,Trump 1.0
New Orleans,2017-04-16,1,20.0,Trump 1.0
New Orleans,2017-04-17,25,19.0,Trump 1.0
New Orleans,2017-04-18,39,21.0,Trump 1.0
New Orleans,2017-04-19,32,21.0,Trump 1.0
New Orleans,2017-04-20,28,21.0,Trump 1.0
New Orleans,2017-04-21,31,23.0,Trump 1.0
New Orleans,2017-04-22,1,22.0,Trump 1.0
New Orleans,2017-04-23,1,22.0,Trump 1.0
New Orleans,2017-04-24,33,24.0,Trump 1.0
New Orleans,2017-04-25,27,22.0,Trump 1.0
New Orleans,2017-04-26,27,21.0,Trump 1.0
New Orleans,2017-04-27,37,22.0,Trump 1.0
New Orleans,2017-04-28,24,21.0,Trump 1.0
New Orleans,2017-04-29,1,21.0,Trump 1.0
New Orleans,2017-05-01,30,26.0,Trump 1.0
New Orleans,2017-05-02,27,25.0,Trump 1.0
New Orleans,2017-05-03,38,26.0,Trump 1.0
New Orleans,2017-05-04,35,27.0,Trump 1.0
New Orleans,2017-05-05,20,25.0,Trump 1.0
New Orleans,2017-05-06,1,22.0,Trump 1.0
New Orleans,2017-05-08,37,27.0,Trump 1.0
New Orleans,2017-05-09,32,27.0,Trump 1.0
New Orleans,2017-05-10,31,28.0,Trump 1.0
New Orleans,2017-05-11,31,27.0,Trump 1.0
New Orleans,2017-05-12,29,26.0,Trump 1.0
New Orleans,2017-05-14,2,23.0,Trump 1.0
New Orleans,2017-05-15,28,27.0,Trump 1.0
New Orleans,2017-05-16,38,27.0,Trump 1.0
New Orleans,2017-05-17,32,27.0,Trump 1.0
New Orleans,2017-05-18,32,27.0,Trump 1.0
New Orleans,2017-05-19,33,28.0,Trump 1.0
New Orleans,2017-05-20,2,24.0,Trump 1.0
New Orleans,2017-05-21,1,24.0,Trump 1.0
New Orleans,2017-05-22,36,25.0,Trump 1.0
New Orleans,2017-05-23,30,24.0,Trump 1.0
New Orleans,2017-05-24,43,25.0,Trump 1.0
New Orleans,2017-05-25,34,26.0,Trump 1.0
New Orleans,2017-05-26,21,24.0,Trump 1.0
New Orleans,2017-05-27,1,24.0,Trump 1.0
New Orleans,2017-05-28,3,24.0,Trump 1.0
New Orleans,2017-05-30,41,25.0,Trump 1.0
New Orleans,2017-05-31,30,25.0,Trump 1.0
New Orleans,2017-06-01,41,24.0,Trump 1.0
New Orleans,2017-06-02,35,25.0,Trump 1.0
New Orleans,2017-06-04,2,22.0,Trump 1.0
New Orleans,2017-06-05,35,27.0,Trump 1.0
New Orleans,2017-06-06,27,30.0,Trump 1.0
New Orleans,2017-06-07,28,28.0,Trump 1.0
New Orleans,2017-06-08,33,29.0,Trump 1.0
New Orleans,2017-06-09,29,27.0,Trump 1.0
New Orleans,2017-06-10,3,22.0,Trump 1.0
New Orleans,2017-06-11,3,23.0,Trump 1.0
New Orleans,2017-06-12,35,23.0,Trump 1.0
New Orleans,2017-06-13,34,24.0,Trump 1.0
New Orleans,2017-06-14,24,23.0,Trump 1.0
New Orleans,2017-06-15,33,23.0,Trump 1.0
New Orleans,2017-06-16,22,22.0,Trump 1.0
New Orleans,2017-06-19,44,28.0,Trump 1.0
New Orleans,2017-06-20,35,32.0,Trump 1.0
New Orleans,2017-06-21,38,33.0,Trump 1.0
New Orleans,2017-06-22,36,33.0,Trump 1.0
New Orleans,2017-06-23,26,33.0,Trump 1.0
New Orleans,2017-06-25,1,29.0,Trump 1.0
New Orleans,2017-06-26,28,30.0,Trump 1.0
New Orleans,2017-06-27,35,28.0,Trump 1.0
New Orleans,2017-06-28,28,27.0,Trump 1.0
New Orleans,2017-06-29,35,27.0,Trump 1.0
New Orleans,2017-06-30,29,26.0,Trump 1.0
New Orleans,2017-07-01,1,22.0,Trump 1.0
New Orleans,2017-07-02,1,22.0,Trump 1.0
New Orleans,2017-07-03,37,24.0,Trump 1.0
New Orleans,2017-07-04,1,19.0,Trump 1.0
New Orleans,2017-07-05,30,19.0,Trump 1.0
New Orleans,2017-07-06,40,20.0,Trump 1.0
New Orleans,2017-07-07,43,22.0,Trump 1.0
New Orleans,2017-07-08,2,22.0,Trump 1.0
New Orleans,2017-07-09,3,22.0,Trump 1.0
New Orleans,2017-07-10,23,20.0,Trump 1.0
New Orleans,2017-07-11,46,27.0,Trump 1.0
New Orleans,2017-07-12,50,30.0,Trump 1.0
New Orleans,2017-07-13,38,29.0,Trump 1.0
New Orleans,2017-07-14,41,29.0,Trump 1.0
New Orleans,2017-07-15,2,29.0,Trump 1.0
New Orleans,2017-07-16,2,29.0,Trump 1.0
New Orleans,2017-07-17,27,29.0,Trump 1.0
New Orleans,2017-07-18,19,26.0,Trump 1.0
New Orleans,2017-07-19,36,24.0,Trump 1.0
New Orleans,2017-07-20,22,21.0,Trump 1.0
New Orleans,2017-07-21,31,20.0,Trump 1.0
New Orleans,2017-07-23,45,26.0,Trump 1.0
New Orleans,2017-07-24,44,32.0,Trump 1.0
New Orleans,2017-07-25,36,33.0,Trump 1.0
New Orleans,2017-07-26,56,39.0,Trump 1.0
New Orleans,2017-07-27,27,37.0,Trump 1.0
New Orleans,2017-07-28,33,39.0,Trump 1.0
New Orleans,2017-07-29,1,35.0,Trump 1.0
New Orleans,2017-07-30,1,28.0,Trump 1.0
New Orleans,2017-07-31,29,26.0,Trump 1.0
New Orleans,2017-08-01,38,26.0,Trump 1.0
New Orleans,2017-08-02,65,28.0,Trump 1.0
New Orleans,2017-08-03,24,27.0,Trump 1.0
New Orleans,2017-08-04,40,28.0,Trump 1.0
New Orleans,2017-08-06,3,29.0,Trump 1.0
New Orleans,2017-08-07,35,33.0,Trump 1.0
New Orleans,2017-08-08,29,33.0,Trump 1.0
New Orleans,2017-08-09,47,35.0,Trump 1.0
New Orleans,2017-08-10,49,32.0,Trump 1.0
New Orleans,2017-08-11,37,34.0,Trump 1.0
New Orleans,2017-08-13,4,29.0,Trump 1.0
New Orleans,2017-08-14,53,36.0,Trump 1.0
New Orleans,2017-08-15,55,39.0,Trump 1.0
New Orleans,2017-08-16,56,43.0,Trump 1.0
New Orleans,2017-08-17,61,45.0,Trump 1.0
New Orleans,2017-08-18,60,47.0,Trump 1.0
New Orleans,2017-08-20,7,42.0,Trump 1.0
New Orleans,2017-08-21,49,49.0,Trump 1.0
New Orleans,2017-08-22,32,46.0,Trump 1.0
New Orleans,2017-08-23,25,41.0,Trump 1.0
New Orleans,2017-08-24,37,39.0,Trump 1.0
New Orleans,2017-08-25,46,37.0,Trump 1.0
New Orleans,2017-08-27,1,28.0,Trump 1.0
New Orleans,2017-08-28,32,32.0,Trump 1.0
New Orleans,2017-08-29,34,30.0,Trump 1.0
New Orleans,2017-08-30,53,33.0,Trump 1.0
New Orleans,2017-08-31,34,34.0,Trump 1.0
New Orleans,2017-09-01,48,35.0,Trump 1.0
New Orleans,2017-09-02,2,29.0,Trump 1.0
New Orleans,2017-09-03,1,29.0,Trump 1.0
New Orleans,2017-09-04,5,25.0,Trump 1.0
New Orleans,2017-09-05,35,25.0,Trump 1.0
New Orleans,2017-09-06,45,24.0,Trump 1.0
New Orleans,2017-09-07,46,26.0,Trump 1.0
New Orleans,2017-09-08,42,25.0,Trump 1.0
New Orleans,2017-09-09,2,25.0,Trump 1.0
New Orleans,2017-09-10,3,25.0,Trump 1.0
New Orleans,2017-09-11,30,29.0,Trump 1.0
New Orleans,2017-09-12,53,32.0,Trump 1.0
New Orleans,2017-09-13,48,32.0,Trump 1.0
New Orleans,2017-09-14,29,30.0,Trump 1.0
New Orleans,2017-09-15,41,29.0,Trump 1.0
New Orleans,2017-09-16,1,29.0,Trump 1.0
New Orleans,2017-09-17,3,29.0,Trump 1.0
New Orleans,2017-09-18,36,30.0,Trump 1.0
New Orleans,2017-09-19,48,29.0,Trump 1.0
New Orleans,2017-09-20,40,28.0,Trump 1.0
New Orleans,2017-09-21,45,31.0,Trump 1.0
New Orleans,2017-09-22,39,30.0,Trump 1.0
New Orleans,2017-09-25,36,35.0,Trump 1.0
New Orleans,2017-09-26,36,40.0,Trump 1.0
New Orleans,2017-09-27,32,39.0,Trump 1.0
New Orleans,2017-09-28,48,39.0,Trump 1.0
New Orleans,2017-09-29,24,37.0,Trump 1.0
New Orleans,2017-09-30,1,31.0,Trump 1.0
New Orleans,2017-10-01,5,26.0,Trump 1.0
New Orleans,2017-10-02,41,27.0,Trump 1.0
New Orleans,2017-10-03,35,27.0,Trump 1.0
New Orleans,2017-10-04,25,26.0,Trump 1.0
New Orleans,2017-10-05,47,25.0,Trump 1.0
New Orleans,2017-10-06,50,29.0,Trump 1.0
New Orleans,2017-10-07,1,29.0,Trump 1.0
New Orleans,2017-10-09,4,29.0,Trump 1.0
New Orleans,2017-10-10,50,30.0,Trump 1.0
New Orleans,2017-10-11,40,31.0,Trump 1.0
New Orleans,2017-10-12,45,34.0,Trump 1.0
New Orleans,2017-10-13,50,34.0,Trump 1.0
New Orleans,2017-10-15,1,27.0,Trump 1.0
New Orleans,2017-10-16,41,33.0,Trump 1.0
New Orleans,2017-10-17,40,38.0,Trump 1.0
New Orleans,2017-10-18,37,36.0,Trump 1.0
New Orleans,2017-10-19,55,38.0,Trump 1.0
New Orleans,2017-10-20,41,38.0,Trump 1.0
New Orleans,2017-10-22,6,32.0,Trump 1.0
New Orleans,2017-10-23,45,38.0,Trump 1.0
New Orleans,2017-10-24,51,39.0,Trump 1.0
New Orleans,2017-10-25,47,40.0,Trump 1.0
New Orleans,2017-10-26,33,40.0,Trump 1.0
New Orleans,2017-10-27,26,36.0,Trump 1.0
New Orleans,2017-10-30,39,35.0,Trump 1.0
New Orleans,2017-10-31,55,42.0,Trump 1.0
New Orleans,2017-11-01,39,41.0,Trump 1.0
New Orleans,2017-11-02,34,39.0,Trump 1.0
New Orleans,2017-11-03,34,37.0,Trump 1.0
New Orleans,2017-11-06,48,39.0,Trump 1.0
New Orleans,2017-11-07,40,41.0,Trump 1.0
New Orleans,2017-11-08,45,42.0,Trump 1.0
New Orleans,2017-11-09,52,42.0,Trump 1.0
New Orleans,2017-11-10,4,37.0,Trump 1.0
New Orleans,2017-11-11,2,32.0,Trump 1.0
New Orleans,2017-11-13,44,34.0,Trump 1.0
New Orleans,2017-11-14,41,33.0,Trump 1.0
New Orleans,2017-11-15,34,32.0,Trump 1.0
New Orleans,2017-11-16,38,31.0,Trump 1.0
New Orleans,2017-11-17,31,28.0,Trump 1.0
New Orleans,2017-11-19,1,27.0,Trump 1.0
New Orleans,2017-11-20,43,33.0,Trump 1.0
New Orleans,2017-11-21,32,31.0,Trump 1.0
New Orleans,2017-11-22,27,29.0,Trump 1.0
New Orleans,2017-11-23,1,25.0,Trump 1.0
New Orleans,2017-11-24,41,25.0,Trump 1.0
New Orleans,2017-11-26,1,21.0,Trump 1.0
New Orleans,2017-11-27,30,25.0,Trump 1.0
New Orleans,2017-11-28,40,25.0,Trump 1.0
New Orleans,2017-11-29,32,25.0,Trump 1.0
New Orleans,2017-11-30,33,25.0,Trump 1.0
New Orleans,2017-12-01,50,32.0,Trump 1.0
New Orleans,2017-12-04,30,31.0,Trump 1.0
New Orleans,2017-12-05,44,37.0,Trump 1.0
New Orleans,2017-12-06,37,38.0,Trump 1.0
New Orleans,2017-12-07,36,37.0,Trump 1.0
New Orleans,2017-12-08,41,39.0,Trump 1.0
New Orleans,2017-12-09,2,34.0,Trump 1.0
New Orleans,2017-12-10,1,27.0,Trump 1.0
New Orleans,2017-12-11,42,29.0,Trump 1.0
New Orleans,2017-12-12,48,30.0,Trump 1.0
New Orleans,2017-12-13,39,30.0,Trump 1.0
New Orleans,2017-12-14,49,32.0,Trump 1.0
New Orleans,2017-12-15,41,32.0,Trump 1.0
New Orleans,2017-12-16,3,32.0,Trump 1.0
New Orleans,2017-12-18,34,37.0,Trump 1.0
New Orleans,2017-12-19,36,36.0,Trump 1.0
New Orleans,2017-12-20,37,34.0,Trump 1.0
New Orleans,2017-12-21,42,35.0,Trump 1.0
New Orleans,2017-12-22,57,36.0,Trump 1.0
New Orleans,2017-12-24,6,31.0,Trump 1.0
New Orleans,2017-12-25,1,30.0,Trump 1.0
New Orleans,2017-12-26,30,30.0,Trump 1.0
New Orleans,2017-12-27,25,28.0,Trump 1.0
New Orleans,2017-12-28,23,26.0,Trump 1.0
New Orleans,2017-12-29,40,26.0,Trump 1.0
New Orleans,2017-12-30,1,18.0,Trump 1.0
New Orleans,2017-12-31,4,18.0,Trump 1.0
New Orleans,2018-01-02,27,21.0,Trump 1.0
New Orleans,2018-01-03,29,21.0,Trump 1.0
New Orleans,2018-01-04,37,23.0,Trump 1.0
New Orleans,2018-01-05,53,27.0,Trump 1.0
New Orleans,2018-01-07,1,22.0,Trump 1.0
New Orleans,2018-01-08,32,26.0,Trump 1.0
New Orleans,2018-01-09,35,31.0,Trump 1.0
New Orleans,2018-01-10,46,33.0,Trump 1.0
New Orleans,2018-01-11,41,35.0,Trump 1.0
New Orleans,2018-01-12,46,36.0,Trump 1.0
New Orleans,2018-01-13,4,29.0,Trump 1.0
New Orleans,2018-01-14,1,29.0,Trump 1.0
New Orleans,2018-01-15,1,25.0,Trump 1.0
New Orleans,2018-01-16,21,23.0,Trump 1.0
New Orleans,2018-01-17,19,19.0,Trump 1.0
New Orleans,2018-01-18,36,18.0,Trump 1.0
New Orleans,2018-01-19,58,20.0,Trump 1.0
New Orleans,2018-01-21,1,20.0,Trump 1.0
New Orleans,2018-01-22,40,25.0,Trump 1.0
New Orleans,2018-01-23,34,30.0,Trump 1.0
New Orleans,2018-01-24,33,32.0,Trump 1.0
New Orleans,2018-01-25,42,35.0,Trump 1.0
New Orleans,2018-01-26,49,37.0,Trump 1.0
New Orleans,2018-01-27,6,29.0,Trump 1.0
New Orleans,2018-01-28,7,30.0,Trump 1.0
New Orleans,2018-01-29,34,29.0,Trump 1.0
New Orleans,2018-01-30,32,29.0,Trump 1.0
New Orleans,2018-01-31,40,30.0,Trump 1.0
New Orleans,2018-02-01,33,29.0,Trump 1.0
New Orleans,2018-02-02,44,28.0,Trump 1.0
New Orleans,2018-02-04,3,28.0,Trump 1.0
New Orleans,2018-02-05,41,32.0,Trump 1.0
New Orleans,2018-02-06,36,33.0,Trump 1.0
New Orleans,2018-02-07,23,31.0,Trump 1.0
New Orleans,2018-02-08,51,33.0,Trump 1.0
New Orleans,2018-02-09,46,35.0,Trump 1.0
New Orleans,2018-02-12,49,36.0,Trump 1.0
New Orleans,2018-02-13,48,42.0,Trump 1.0
New Orleans,2018-02-14,49,43.0,Trump 1.0
New Orleans,2018-02-15,34,43.0,Trump 1.0
New Orleans,2018-02-16,36,45.0,Trump 1.0
New Orleans,2018-02-17,2,38.0,Trump 1.0
New Orleans,2018-02-18,2,31.0,Trump 1.0
New Orleans,2018-02-19,1,25.0,Trump 1.0
New Orleans,2018-02-20,56,26.0,Trump 1.0
New Orleans,2018-02-21,40,24.0,Trump 1.0
New Orleans,2018-02-22,49,27.0,Trump 1.0
New Orleans,2018-02-23,37,27.0,Trump 1.0
New Orleans,2018-02-24,3,27.0,Trump 1.0
New Orleans,2018-02-25,1,27.0,Trump 1.0
New Orleans,2018-02-26,32,31.0,Trump 1.0
New Orleans,2018-02-27,33,28.0,Trump 1.0
New Orleans,2018-02-28,36,27.0,Trump 1.0
New Orleans,2018-03-01,37,26.0,Trump 1.0
New Orleans,2018-03-02,53,28.0,Trump 1.0
New Orleans,2018-03-03,3,28.0,Trump 1.0
New Orleans,2018-03-04,1,28.0,Trump 1.0
New Orleans,2018-03-05,28,27.0,Trump 1.0
New Orleans,2018-03-06,39,28.0,Trump 1.0
New Orleans,2018-03-07,29,27.0,Trump 1.0
New Orleans,2018-03-08,38,27.0,Trump 1.0
New Orleans,2018-03-09,44,26.0,Trump 1.0
New Orleans,2018-03-10,1,26.0,Trump 1.0
New Orleans,2018-03-11,1,26.0,Trump 1.0
New Orleans,2018-03-12,42,28.0,Trump 1.0
New Orleans,2018-03-13,41,28.0,Trump 1.0
New Orleans,2018-03-14,36,29.0,Trump 1.0
New Orleans,2018-03-15,38,29.0,Trump 1.0
New Orleans,2018-03-16,39,28.0,Trump 1.0
New Orleans,2018-03-18,1,28.0,Trump 1.0
New Orleans,2018-03-19,44,34.0,Trump 1.0
New Orleans,2018-03-20,33,33.0,Trump 1.0
New Orleans,2018-03-21,29,31.0,Trump 1.0
New Orleans,2018-03-22,52,34.0,Trump 1.0
New Orleans,2018-03-23,40,34.0,Trump 1.0
New Orleans,2018-03-25,2,29.0,Trump 1.0
New Orleans,2018-03-26,39,34.0,Trump 1.0
New Orleans,2018-03-27,30,32.0,Trump 1.0
New Orleans,2018-03-28,24,31.0,Trump 1.0
New Orleans,2018-03-29,34,32.0,Trump 1.0
New Orleans,2018-03-30,34,29.0,Trump 1.0
New Orleans,2018-03-31,1,23.0,Trump 1.0
New Orleans,2018-04-01,2,23.0,Trump 1.0
New Orleans,2018-04-02,42,24.0,Trump 1.0
New Orleans,2018-04-03,33,24.0,Trump 1.0
New Orleans,2018-04-04,49,28.0,Trump 1.0
New Orleans,2018-04-05,52,30.0,Trump 1.0
New Orleans,2018-04-06,39,31.0,Trump 1.0
New Orleans,2018-04-07,2,31.0,Trump 1.0
New Orleans,2018-04-09,25,35.0,Trump 1.0
New Orleans,2018-04-10,36,34.0,Trump 1.0
