aor_nam,Apprehension Date,arrests,week_rolling_avg,Administration
Atlanta,2015-10-01,35,,Trump 1.0
Atlanta,2015-10-02,35,,Trump 1.0
Atlanta,2015-10-03,2,,Trump 1.0
Atlanta,2015-10-04,1,,Trump 1.0
Atlanta,2015-10-05,28,,Trump 1.0
Atlanta,2015-10-06,37,,Trump 1.0
Atlanta,2015-10-07,28,24.0,Trump 1.0
Atlanta,2015-10-08,29,23.0,Trump 1.0
Atlanta,2015-10-09,32,22.0,Trump 1.0
Atlanta,2015-10-10,6,23.0,Trump 1.0
Atlanta,2015-10-11,4,23.0,Trump 1.0
Atlanta,2015-10-12,9,21.0,Trump 1.0
Atlanta,2015-10-13,32,20.0,Trump 1.0
Atlanta,2015-10-14,34,21.0,Trump 1.0
Atlanta,2015-10-15,40,22.0,Trump 1.0
Atlanta,2015-10-16,34,23.0,Trump 1.0
Atlanta,2015-10-17,3,22.0,Trump 1.0
Atlanta,2015-10-18,2,22.0,Trump 1.0
Atlanta,2015-10-19,29,25.0,Trump 1.0
Atlanta,2015-10-20,38,26.0,Trump 1.0
Atlanta,2015-10-21,47,28.0,Trump 1.0
Atlanta,2015-10-22,38,27.0,Trump 1.0
Atlanta,2015-10-23,35,27.0,Trump 1.0
Atlanta,2015-10-24,3,27.0,Trump 1.0
Atlanta,2015-10-25,25,31.0,Trump 1.0
Atlanta,2015-10-26,36,32.0,Trump 1.0
Atlanta,2015-10-27,41,32.0,Trump 1.0
Atlanta,2015-10-28,45,32.0,Trump 1.0
Atlanta,2015-10-29,37,32.0,Trump 1.0
Atlanta,2015-10-30,122,44.0,Trump 1.0
Atlanta,2015-10-31,2,44.0,Trump 1.0
Atlanta,2015-11-01,3,41.0,Trump 1.0
Atlanta,2015-11-02,84,48.0,Trump 1.0
Atlanta,2015-11-03,43,48.0,Trump 1.0
Atlanta,2015-11-04,35,47.0,Trump 1.0
Atlanta,2015-11-05,31,46.0,Trump 1.0
Atlanta,2015-11-06,29,32.0,Trump 1.0
Atlanta,2015-11-07,1,32.0,Trump 1.0
Atlanta,2015-11-08,2,32.0,Trump 1.0
Atlanta,2015-11-09,51,27.0,Trump 1.0
Atlanta,2015-11-10,37,27.0,Trump 1.0
Atlanta,2015-11-11,2,22.0,Trump 1.0
Atlanta,2015-11-12,36,23.0,Trump 1.0
Atlanta,2015-11-13,43,25.0,Trump 1.0
Atlanta,2015-11-14,9,26.0,Trump 1.0
Atlanta,2015-11-15,19,28.0,Trump 1.0
Atlanta,2015-11-16,30,25.0,Trump 1.0
Atlanta,2015-11-17,37,25.0,Trump 1.0
Atlanta,2015-11-18,42,31.0,Trump 1.0
Atlanta,2015-11-19,39,31.0,Trump 1.0
Atlanta,2015-11-20,30,29.0,Trump 1.0
Atlanta,2015-11-21,5,29.0,Trump 1.0
Atlanta,2015-11-22,6,27.0,Trump 1.0
Atlanta,2015-11-23,27,27.0,Trump 1.0
Atlanta,2015-11-24,34,26.0,Trump 1.0
Atlanta,2015-11-25,18,23.0,Trump 1.0
Atlanta,2015-11-27,23,20.0,Trump 1.0
Atlanta,2015-11-28,1,16.0,Trump 1.0
Atlanta,2015-11-29,1,16.0,Trump 1.0
Atlanta,2015-11-30,30,19.0,Trump 1.0
Atlanta,2015-12-01,36,20.0,Trump 1.0
Atlanta,2015-12-02,43,22.0,Trump 1.0
Atlanta,2015-12-03,25,23.0,Trump 1.0
Atlanta,2015-12-04,30,24.0,Trump 1.0
Atlanta,2015-12-05,6,24.0,Trump 1.0
Atlanta,2015-12-06,4,25.0,Trump 1.0
Atlanta,2015-12-07,27,24.0,Trump 1.0
Atlanta,2015-12-08,29,23.0,Trump 1.0
Atlanta,2015-12-09,25,21.0,Trump 1.0
Atlanta,2015-12-10,28,21.0,Trump 1.0
Atlanta,2015-12-11,36,22.0,Trump 1.0
Atlanta,2015-12-12,27,25.0,Trump 1.0
Atlanta,2015-12-13,19,27.0,Trump 1.0
Atlanta,2015-12-14,34,28.0,Trump 1.0
Atlanta,2015-12-15,41,30.0,Trump 1.0
Atlanta,2015-12-16,34,31.0,Trump 1.0
Atlanta,2015-12-17,38,33.0,Trump 1.0
Atlanta,2015-12-18,38,33.0,Trump 1.0
Atlanta,2015-12-19,3,30.0,Trump 1.0
Atlanta,2015-12-20,1,27.0,Trump 1.0
Atlanta,2015-12-21,23,25.0,Trump 1.0
Atlanta,2015-12-22,29,24.0,Trump 1.0
Atlanta,2015-12-23,22,22.0,Trump 1.0
Atlanta,2015-12-24,19,19.0,Trump 1.0
Atlanta,2015-12-25,1,14.0,Trump 1.0
Atlanta,2015-12-26,9,15.0,Trump 1.0
Atlanta,2015-12-27,3,15.0,Trump 1.0
Atlanta,2015-12-28,23,15.0,Trump 1.0
Atlanta,2015-12-29,18,14.0,Trump 1.0
Atlanta,2015-12-30,24,14.0,Trump 1.0
Atlanta,2015-12-31,22,14.0,Trump 1.0
Atlanta,2016-01-01,1,14.0,Trump 1.0
Atlanta,2016-01-02,58,21.0,Trump 1.0
Atlanta,2016-01-03,21,24.0,Trump 1.0
Atlanta,2016-01-04,19,23.0,Trump 1.0
Atlanta,2016-01-05,25,24.0,Trump 1.0
Atlanta,2016-01-06,32,25.0,Trump 1.0
Atlanta,2016-01-07,27,26.0,Trump 1.0
Atlanta,2016-01-08,32,31.0,Trump 1.0
Atlanta,2016-01-09,5,23.0,Trump 1.0
Atlanta,2016-01-10,2,20.0,Trump 1.0
Atlanta,2016-01-11,27,21.0,Trump 1.0
Atlanta,2016-01-12,33,23.0,Trump 1.0
Atlanta,2016-01-13,17,20.0,Trump 1.0
Atlanta,2016-01-14,34,21.0,Trump 1.0
Atlanta,2016-01-15,33,22.0,Trump 1.0
Atlanta,2016-01-16,1,21.0,Trump 1.0
Atlanta,2016-01-17,5,21.0,Trump 1.0
Atlanta,2016-01-18,6,18.0,Trump 1.0
Atlanta,2016-01-19,26,17.0,Trump 1.0
Atlanta,2016-01-20,33,20.0,Trump 1.0
Atlanta,2016-01-21,30,19.0,Trump 1.0
Atlanta,2016-01-22,19,17.0,Trump 1.0
Atlanta,2016-01-23,5,18.0,Trump 1.0
Atlanta,2016-01-24,8,18.0,Trump 1.0
Atlanta,2016-01-25,24,21.0,Trump 1.0
Atlanta,2016-01-26,39,23.0,Trump 1.0
Atlanta,2016-01-27,40,24.0,Trump 1.0
Atlanta,2016-01-28,32,24.0,Trump 1.0
Atlanta,2016-01-29,34,26.0,Trump 1.0
Atlanta,2016-01-30,4,26.0,Trump 1.0
Atlanta,2016-01-31,4,25.0,Trump 1.0
Atlanta,2016-02-01,42,28.0,Trump 1.0
Atlanta,2016-02-02,29,26.0,Trump 1.0
Atlanta,2016-02-03,34,26.0,Trump 1.0
Atlanta,2016-02-04,29,25.0,Trump 1.0
Atlanta,2016-02-05,23,24.0,Trump 1.0
Atlanta,2016-02-06,26,27.0,Trump 1.0
Atlanta,2016-02-07,8,27.0,Trump 1.0
Atlanta,2016-02-08,33,26.0,Trump 1.0
Atlanta,2016-02-09,38,27.0,Trump 1.0
Atlanta,2016-02-10,37,28.0,Trump 1.0
Atlanta,2016-02-11,37,29.0,Trump 1.0
Atlanta,2016-02-12,29,30.0,Trump 1.0
Atlanta,2016-02-13,7,27.0,Trump 1.0
Atlanta,2016-02-14,2,26.0,Trump 1.0
Atlanta,2016-02-15,4,22.0,Trump 1.0
Atlanta,2016-02-16,24,20.0,Trump 1.0
Atlanta,2016-02-17,35,20.0,Trump 1.0
Atlanta,2016-02-18,34,19.0,Trump 1.0
Atlanta,2016-02-19,40,21.0,Trump 1.0
Atlanta,2016-02-20,11,21.0,Trump 1.0
Atlanta,2016-02-21,3,22.0,Trump 1.0
Atlanta,2016-02-22,29,25.0,Trump 1.0
Atlanta,2016-02-23,36,27.0,Trump 1.0
Atlanta,2016-02-24,24,25.0,Trump 1.0
Atlanta,2016-02-25,30,25.0,Trump 1.0
Atlanta,2016-02-26,37,24.0,Trump 1.0
Atlanta,2016-02-27,2,23.0,Trump 1.0
Atlanta,2016-02-28,5,23.0,Trump 1.0
Atlanta,2016-02-29,29,23.0,Trump 1.0
Atlanta,2016-03-01,28,22.0,Trump 1.0
Atlanta,2016-03-02,37,24.0,Trump 1.0
Atlanta,2016-03-03,38,25.0,Trump 1.0
Atlanta,2016-03-04,21,23.0,Trump 1.0
Atlanta,2016-03-05,4,23.0,Trump 1.0
Atlanta,2016-03-06,3,23.0,Trump 1.0
Atlanta,2016-03-07,21,22.0,Trump 1.0
Atlanta,2016-03-08,42,24.0,Trump 1.0
Atlanta,2016-03-09,33,23.0,Trump 1.0
Atlanta,2016-03-10,30,22.0,Trump 1.0
Atlanta,2016-03-11,35,24.0,Trump 1.0
Atlanta,2016-03-12,5,24.0,Trump 1.0
Atlanta,2016-03-13,2,24.0,Trump 1.0
Atlanta,2016-03-14,31,25.0,Trump 1.0
Atlanta,2016-03-15,39,25.0,Trump 1.0
Atlanta,2016-03-16,32,25.0,Trump 1.0
Atlanta,2016-03-17,20,23.0,Trump 1.0
Atlanta,2016-03-18,38,24.0,Trump 1.0
Atlanta,2016-03-19,2,23.0,Trump 1.0
Atlanta,2016-03-20,2,23.0,Trump 1.0
Atlanta,2016-03-21,30,23.0,Trump 1.0
Atlanta,2016-03-22,23,21.0,Trump 1.0
Atlanta,2016-03-23,41,22.0,Trump 1.0
Atlanta,2016-03-24,32,24.0,Trump 1.0
Atlanta,2016-03-25,30,23.0,Trump 1.0
Atlanta,2016-03-26,9,24.0,Trump 1.0
Atlanta,2016-03-27,6,24.0,Trump 1.0
Atlanta,2016-03-28,23,23.0,Trump 1.0
Atlanta,2016-03-29,27,24.0,Trump 1.0
Atlanta,2016-03-30,23,21.0,Trump 1.0
Atlanta,2016-03-31,28,21.0,Trump 1.0
Atlanta,2016-04-01,16,19.0,Trump 1.0
Atlanta,2016-04-02,3,18.0,Trump 1.0
Atlanta,2016-04-03,2,17.0,Trump 1.0
Atlanta,2016-04-04,25,18.0,Trump 1.0
Atlanta,2016-04-05,24,17.0,Trump 1.0
Atlanta,2016-04-06,29,18.0,Trump 1.0
Atlanta,2016-04-07,32,19.0,Trump 1.0
Atlanta,2016-04-08,29,21.0,Trump 1.0
Atlanta,2016-04-09,5,21.0,Trump 1.0
Atlanta,2016-04-10,3,21.0,Trump 1.0
Atlanta,2016-04-11,31,22.0,Trump 1.0
Atlanta,2016-04-12,40,24.0,Trump 1.0
Atlanta,2016-04-13,32,25.0,Trump 1.0
Atlanta,2016-04-14,34,25.0,Trump 1.0
Atlanta,2016-04-15,24,24.0,Trump 1.0
Atlanta,2016-04-16,8,25.0,Trump 1.0
Atlanta,2016-04-17,2,24.0,Trump 1.0
Atlanta,2016-04-18,18,23.0,Trump 1.0
Atlanta,2016-04-19,28,21.0,Trump 1.0
Atlanta,2016-04-20,24,20.0,Trump 1.0
Atlanta,2016-04-21,32,19.0,Trump 1.0
Atlanta,2016-04-22,23,19.0,Trump 1.0
Atlanta,2016-04-23,13,20.0,Trump 1.0
Atlanta,2016-04-25,35,25.0,Trump 1.0
Atlanta,2016-04-26,28,26.0,Trump 1.0
Atlanta,2016-04-27,36,27.0,Trump 1.0
Atlanta,2016-04-28,27,28.0,Trump 1.0
Atlanta,2016-04-29,27,27.0,Trump 1.0
Atlanta,2016-04-30,6,25.0,Trump 1.0
Atlanta,2016-05-01,4,23.0,Trump 1.0
Atlanta,2016-05-02,17,21.0,Trump 1.0
Atlanta,2016-05-03,19,19.0,Trump 1.0
Atlanta,2016-05-04,35,19.0,Trump 1.0
Atlanta,2016-05-05,28,19.0,Trump 1.0
Atlanta,2016-05-06,20,18.0,Trump 1.0
Atlanta,2016-05-07,5,18.0,Trump 1.0
Atlanta,2016-05-08,6,19.0,Trump 1.0
Atlanta,2016-05-09,27,20.0,Trump 1.0
Atlanta,2016-05-10,30,22.0,Trump 1.0
Atlanta,2016-05-11,33,21.0,Trump 1.0
Atlanta,2016-05-12,27,21.0,Trump 1.0
Atlanta,2016-05-13,22,21.0,Trump 1.0
Atlanta,2016-05-14,5,21.0,Trump 1.0
Atlanta,2016-05-15,1,21.0,Trump 1.0
Atlanta,2016-05-16,21,20.0,Trump 1.0
Atlanta,2016-05-17,36,21.0,Trump 1.0
Atlanta,2016-05-18,30,20.0,Trump 1.0
Atlanta,2016-05-19,21,19.0,Trump 1.0
Atlanta,2016-05-20,26,20.0,Trump 1.0
Atlanta,2016-05-21,2,20.0,Trump 1.0
Atlanta,2016-05-22,5,20.0,Trump 1.0
Atlanta,2016-05-23,24,21.0,Trump 1.0
Atlanta,2016-05-24,28,19.0,Trump 1.0
Atlanta,2016-05-25,23,18.0,Trump 1.0
Atlanta,2016-05-26,27,19.0,Trump 1.0
Atlanta,2016-05-27,38,21.0,Trump 1.0
Atlanta,2016-05-28,5,21.0,Trump 1.0
Atlanta,2016-05-29,2,21.0,Trump 1.0
Atlanta,2016-05-31,27,21.0,Trump 1.0
Atlanta,2016-06-01,30,22.0,Trump 1.0
Atlanta,2016-06-02,19,21.0,Trump 1.0
Atlanta,2016-06-03,24,21.0,Trump 1.0
Atlanta,2016-06-04,7,16.0,Trump 1.0
Atlanta,2016-06-05,2,16.0,Trump 1.0
Atlanta,2016-06-06,28,20.0,Trump 1.0
Atlanta,2016-06-07,36,21.0,Trump 1.0
Atlanta,2016-06-08,28,21.0,Trump 1.0
Atlanta,2016-06-09,27,22.0,Trump 1.0
Atlanta,2016-06-10,45,25.0,Trump 1.0
Atlanta,2016-06-11,22,27.0,Trump 1.0
Atlanta,2016-06-12,16,29.0,Trump 1.0
Atlanta,2016-06-13,43,31.0,Trump 1.0
Atlanta,2016-06-14,33,31.0,Trump 1.0
Atlanta,2016-06-15,52,34.0,Trump 1.0
Atlanta,2016-06-16,35,35.0,Trump 1.0
Atlanta,2016-06-17,26,32.0,Trump 1.0
Atlanta,2016-06-18,5,30.0,Trump 1.0
Atlanta,2016-06-19,5,28.0,Trump 1.0
Atlanta,2016-06-20,24,26.0,Trump 1.0
Atlanta,2016-06-21,28,25.0,Trump 1.0
Atlanta,2016-06-22,27,21.0,Trump 1.0
Atlanta,2016-06-23,28,20.0,Trump 1.0
Atlanta,2016-06-24,23,20.0,Trump 1.0
Atlanta,2016-06-25,4,20.0,Trump 1.0
Atlanta,2016-06-26,4,20.0,Trump 1.0
Atlanta,2016-06-27,27,20.0,Trump 1.0
Atlanta,2016-06-28,35,21.0,Trump 1.0
Atlanta,2016-06-29,36,22.0,Trump 1.0
Atlanta,2016-06-30,16,21.0,Trump 1.0
Atlanta,2016-07-01,20,20.0,Trump 1.0
Atlanta,2016-07-02,5,20.0,Trump 1.0
Atlanta,2016-07-03,5,21.0,Trump 1.0
Atlanta,2016-07-04,1,17.0,Trump 1.0
Atlanta,2016-07-05,18,14.0,Trump 1.0
Atlanta,2016-07-06,24,13.0,Trump 1.0
Atlanta,2016-07-07,24,14.0,Trump 1.0
Atlanta,2016-07-08,35,16.0,Trump 1.0
Atlanta,2016-07-09,3,16.0,Trump 1.0
Atlanta,2016-07-11,26,19.0,Trump 1.0
Atlanta,2016-07-12,35,24.0,Trump 1.0
Atlanta,2016-07-13,29,25.0,Trump 1.0
Atlanta,2016-07-14,24,25.0,Trump 1.0
Atlanta,2016-07-15,37,27.0,Trump 1.0
Atlanta,2016-07-16,4,23.0,Trump 1.0
Atlanta,2016-07-17,3,23.0,Trump 1.0
Atlanta,2016-07-18,28,23.0,Trump 1.0
Atlanta,2016-07-19,30,22.0,Trump 1.0
Atlanta,2016-07-20,29,22.0,Trump 1.0
Atlanta,2016-07-21,20,22.0,Trump 1.0
Atlanta,2016-07-22,27,20.0,Trump 1.0
Atlanta,2016-07-24,3,20.0,Trump 1.0
Atlanta,2016-07-25,18,22.0,Trump 1.0
Atlanta,2016-07-26,32,23.0,Trump 1.0
Atlanta,2016-07-27,29,23.0,Trump 1.0
Atlanta,2016-07-28,35,23.0,Trump 1.0
Atlanta,2016-07-29,34,25.0,Trump 1.0
Atlanta,2016-07-30,3,22.0,Trump 1.0
Atlanta,2016-07-31,4,22.0,Trump 1.0
Atlanta,2016-08-01,25,23.0,Trump 1.0
Atlanta,2016-08-02,31,23.0,Trump 1.0
Atlanta,2016-08-03,28,23.0,Trump 1.0
Atlanta,2016-08-04,22,21.0,Trump 1.0
Atlanta,2016-08-05,25,20.0,Trump 1.0
Atlanta,2016-08-06,3,20.0,Trump 1.0
Atlanta,2016-08-08,33,24.0,Trump 1.0
Atlanta,2016-08-09,26,24.0,Trump 1.0
Atlanta,2016-08-10,33,24.0,Trump 1.0
Atlanta,2016-08-11,26,24.0,Trump 1.0
Atlanta,2016-08-12,36,26.0,Trump 1.0
Atlanta,2016-08-13,1,23.0,Trump 1.0
Atlanta,2016-08-14,3,23.0,Trump 1.0
Atlanta,2016-08-15,22,21.0,Trump 1.0
Atlanta,2016-08-16,37,23.0,Trump 1.0
Atlanta,2016-08-17,35,23.0,Trump 1.0
Atlanta,2016-08-18,24,23.0,Trump 1.0
Atlanta,2016-08-19,28,21.0,Trump 1.0
Atlanta,2016-08-20,7,22.0,Trump 1.0
Atlanta,2016-08-21,6,23.0,Trump 1.0
Atlanta,2016-08-22,20,22.0,Trump 1.0
Atlanta,2016-08-23,30,21.0,Trump 1.0
Atlanta,2016-08-24,34,21.0,Trump 1.0
Atlanta,2016-08-25,32,22.0,Trump 1.0
Atlanta,2016-08-26,29,23.0,Trump 1.0
Atlanta,2016-08-27,4,22.0,Trump 1.0
Atlanta,2016-08-28,7,22.0,Trump 1.0
Atlanta,2016-08-29,27,23.0,Trump 1.0
Atlanta,2016-08-30,31,23.0,Trump 1.0
Atlanta,2016-08-31,36,24.0,Trump 1.0
Atlanta,2016-09-01,41,25.0,Trump 1.0
Atlanta,2016-09-02,26,25.0,Trump 1.0
Atlanta,2016-09-03,7,25.0,Trump 1.0
Atlanta,2016-09-04,7,25.0,Trump 1.0
Atlanta,2016-09-05,2,21.0,Trump 1.0
Atlanta,2016-09-06,34,22.0,Trump 1.0
Atlanta,2016-09-07,33,21.0,Trump 1.0
Atlanta,2016-09-08,35,21.0,Trump 1.0
Atlanta,2016-09-09,31,21.0,Trump 1.0
Atlanta,2016-09-10,2,21.0,Trump 1.0
Atlanta,2016-09-11,4,20.0,Trump 1.0
Atlanta,2016-09-12,32,24.0,Trump 1.0
Atlanta,2016-09-13,26,23.0,Trump 1.0
Atlanta,2016-09-14,38,24.0,Trump 1.0
Atlanta,2016-09-15,30,23.0,Trump 1.0
Atlanta,2016-09-16,27,23.0,Trump 1.0
Atlanta,2016-09-17,20,25.0,Trump 1.0
Atlanta,2016-09-18,24,28.0,Trump 1.0
Atlanta,2016-09-19,49,31.0,Trump 1.0
Atlanta,2016-09-20,51,34.0,Trump 1.0
Atlanta,2016-09-21,49,36.0,Trump 1.0
Atlanta,2016-09-22,41,37.0,Trump 1.0
Atlanta,2016-09-23,23,37.0,Trump 1.0
Atlanta,2016-09-24,6,35.0,Trump 1.0
Atlanta,2016-09-25,2,32.0,Trump 1.0
Atlanta,2016-09-26,35,30.0,Trump 1.0
Atlanta,2016-09-27,51,30.0,Trump 1.0
Atlanta,2016-09-28,32,27.0,Trump 1.0
Atlanta,2016-09-29,38,27.0,Trump 1.0
Atlanta,2016-09-30,31,28.0,Trump 1.0
Atlanta,2016-10-01,3,27.0,Trump 1.0
Atlanta,2016-10-02,3,28.0,Trump 1.0
Atlanta,2016-10-03,24,26.0,Trump 1.0
Atlanta,2016-10-04,34,24.0,Trump 1.0
Atlanta,2016-10-05,18,22.0,Trump 1.0
Atlanta,2016-10-06,9,17.0,Trump 1.0
Atlanta,2016-10-07,14,15.0,Trump 1.0
Atlanta,2016-10-08,6,15.0,Trump 1.0
Atlanta,2016-10-09,2,15.0,Trump 1.0
Atlanta,2016-10-10,10,13.0,Trump 1.0
Atlanta,2016-10-11,27,12.0,Trump 1.0
Atlanta,2016-10-12,26,13.0,Trump 1.0
Atlanta,2016-10-13,37,17.0,Trump 1.0
Atlanta,2016-10-14,34,20.0,Trump 1.0
Atlanta,2016-10-15,5,20.0,Trump 1.0
Atlanta,2016-10-16,4,20.0,Trump 1.0
Atlanta,2016-10-17,30,23.0,Trump 1.0
Atlanta,2016-10-18,33,24.0,Trump 1.0
Atlanta,2016-10-19,32,25.0,Trump 1.0
Atlanta,2016-10-20,33,24.0,Trump 1.0
Atlanta,2016-10-21,30,24.0,Trump 1.0
Atlanta,2016-10-22,4,24.0,Trump 1.0
Atlanta,2016-10-23,5,24.0,Trump 1.0
Atlanta,2016-10-24,27,23.0,Trump 1.0
Atlanta,2016-10-25,32,23.0,Trump 1.0
Atlanta,2016-10-26,33,23.0,Trump 1.0
Atlanta,2016-10-27,15,21.0,Trump 1.0
Atlanta,2016-10-28,11,18.0,Trump 1.0
Atlanta,2016-10-29,2,18.0,Trump 1.0
Atlanta,2016-10-30,6,18.0,Trump 1.0
Atlanta,2016-10-31,24,18.0,Trump 1.0
Atlanta,2016-11-01,24,16.0,Trump 1.0
Atlanta,2016-11-02,35,17.0,Trump 1.0
Atlanta,2016-11-03,31,19.0,Trump 1.0
Atlanta,2016-11-04,21,20.0,Trump 1.0
Atlanta,2016-11-05,7,21.0,Trump 1.0
Atlanta,2016-11-06,2,21.0,Trump 1.0
Atlanta,2016-11-07,26,21.0,Trump 1.0
Atlanta,2016-11-08,35,22.0,Trump 1.0
Atlanta,2016-11-09,36,23.0,Trump 1.0
Atlanta,2016-11-10,21,21.0,Trump 1.0
Atlanta,2016-11-11,3,19.0,Trump 1.0
Atlanta,2016-11-12,10,19.0,Trump 1.0
Atlanta,2016-11-13,3,19.0,Trump 1.0
Atlanta,2016-11-14,38,21.0,Trump 1.0
Atlanta,2016-11-15,25,19.0,Trump 1.0
Atlanta,2016-11-16,28,18.0,Trump 1.0
Atlanta,2016-11-17,29,19.0,Trump 1.0
Atlanta,2016-11-18,13,21.0,Trump 1.0
Atlanta,2016-11-19,2,20.0,Trump 1.0
Atlanta,2016-11-20,5,20.0,Trump 1.0
Atlanta,2016-11-21,30,19.0,Trump 1.0
Atlanta,2016-11-22,32,20.0,Trump 1.0
Atlanta,2016-11-23,16,18.0,Trump 1.0
Atlanta,2016-11-25,11,16.0,Trump 1.0
Atlanta,2016-11-27,2,14.0,Trump 1.0
Atlanta,2016-11-28,35,19.0,Trump 1.0
Atlanta,2016-11-29,32,23.0,Trump 1.0
Atlanta,2016-11-30,18,21.0,Trump 1.0
Atlanta,2016-12-01,18,19.0,Trump 1.0
Atlanta,2016-12-02,16,19.0,Trump 1.0
Atlanta,2016-12-03,6,18.0,Trump 1.0
Atlanta,2016-12-04,12,20.0,Trump 1.0
Atlanta,2016-12-05,20,17.0,Trump 1.0
Atlanta,2016-12-06,29,17.0,Trump 1.0
Atlanta,2016-12-07,62,23.0,Trump 1.0
Atlanta,2016-12-08,35,26.0,Trump 1.0
Atlanta,2016-12-09,24,27.0,Trump 1.0
Atlanta,2016-12-10,11,28.0,Trump 1.0
Atlanta,2016-12-11,4,26.0,Trump 1.0
Atlanta,2016-12-12,22,27.0,Trump 1.0
Atlanta,2016-12-13,29,27.0,Trump 1.0
Atlanta,2016-12-14,30,22.0,Trump 1.0
Atlanta,2016-12-15,31,22.0,Trump 1.0
Atlanta,2016-12-16,21,21.0,Trump 1.0
Atlanta,2016-12-17,4,20.0,Trump 1.0
Atlanta,2016-12-18,6,20.0,Trump 1.0
Atlanta,2016-12-19,23,21.0,Trump 1.0
Atlanta,2016-12-20,33,21.0,Trump 1.0
Atlanta,2016-12-21,32,21.0,Trump 1.0
Atlanta,2016-12-22,27,21.0,Trump 1.0
Atlanta,2016-12-23,15,20.0,Trump 1.0
Atlanta,2016-12-24,5,20.0,Trump 1.0
Atlanta,2016-12-25,1,19.0,Trump 1.0
Atlanta,2016-12-26,1,16.0,Trump 1.0
Atlanta,2016-12-27,26,15.0,Trump 1.0
Atlanta,2016-12-28,23,14.0,Trump 1.0
Atlanta,2016-12-29,24,14.0,Trump 1.0
Atlanta,2016-12-30,19,14.0,Trump 1.0
Atlanta,2016-12-31,3,14.0,Trump 1.0
Atlanta,2017-01-01,5,14.0,Trump 1.0
Atlanta,2017-01-02,5,15.0,Trump 1.0
Atlanta,2017-01-03,21,14.0,Trump 1.0
Atlanta,2017-01-04,32,16.0,Trump 1.0
Atlanta,2017-01-05,27,16.0,Trump 1.0
Atlanta,2017-01-06,21,16.0,Trump 1.0
Atlanta,2017-01-07,3,16.0,Trump 1.0
Atlanta,2017-01-08,3,16.0,Trump 1.0
Atlanta,2017-01-09,28,19.0,Trump 1.0
Atlanta,2017-01-10,30,21.0,Trump 1.0
Atlanta,2017-01-11,29,20.0,Trump 1.0
Atlanta,2017-01-12,27,20.0,Trump 1.0
Atlanta,2017-01-13,30,21.0,Trump 1.0
Atlanta,2017-01-14,6,22.0,Trump 1.0
Atlanta,2017-01-15,4,22.0,Trump 1.0
Atlanta,2017-01-16,11,20.0,Trump 1.0
Atlanta,2017-01-17,37,21.0,Trump 1.0
Atlanta,2017-01-18,27,20.0,Trump 1.0
Atlanta,2017-01-19,26,20.0,Trump 1.0
Atlanta,2017-01-20,29,20.0,Trump 1.0
Atlanta,2017-01-21,8,20.0,Trump 1.0
Atlanta,2017-01-22,10,21.0,Trump 1.0
Atlanta,2017-01-23,19,22.0,Trump 1.0
Atlanta,2017-01-24,37,22.0,Trump 1.0
Atlanta,2017-01-25,38,24.0,Trump 1.0
Atlanta,2017-01-26,44,26.0,Trump 1.0
Atlanta,2017-01-27,29,26.0,Trump 1.0
Atlanta,2017-01-28,9,27.0,Trump 1.0
Atlanta,2017-01-29,13,27.0,Trump 1.0
Atlanta,2017-01-30,29,28.0,Trump 1.0
Atlanta,2017-01-31,62,32.0,Trump 1.0
Atlanta,2017-02-01,50,34.0,Trump 1.0
Atlanta,2017-02-02,41,33.0,Trump 1.0
Atlanta,2017-02-03,38,35.0,Trump 1.0
Atlanta,2017-02-04,10,35.0,Trump 1.0
Atlanta,2017-02-05,13,35.0,Trump 1.0
Atlanta,2017-02-06,53,38.0,Trump 1.0
Atlanta,2017-02-07,93,43.0,Trump 1.0
Atlanta,2017-02-08,90,48.0,Trump 1.0
Atlanta,2017-02-09,98,56.0,Trump 1.0
Atlanta,2017-02-10,55,59.0,Trump 1.0
Atlanta,2017-02-11,13,59.0,Trump 1.0
Atlanta,2017-02-12,13,59.0,Trump 1.0
Atlanta,2017-02-13,41,58.0,Trump 1.0
Atlanta,2017-02-14,59,53.0,Trump 1.0
Atlanta,2017-02-15,40,46.0,Trump 1.0
Atlanta,2017-02-16,68,41.0,Trump 1.0
Atlanta,2017-02-17,33,38.0,Trump 1.0
Atlanta,2017-02-18,10,38.0,Trump 1.0
Atlanta,2017-02-19,7,37.0,Trump 1.0
Atlanta,2017-02-20,24,34.0,Trump 1.0
Atlanta,2017-02-21,53,34.0,Trump 1.0
Atlanta,2017-02-22,52,35.0,Trump 1.0
Atlanta,2017-02-23,47,32.0,Trump 1.0
Atlanta,2017-02-24,41,33.0,Trump 1.0
Atlanta,2017-02-25,11,34.0,Trump 1.0
Atlanta,2017-02-26,10,34.0,Trump 1.0
Atlanta,2017-02-27,50,38.0,Trump 1.0
Atlanta,2017-02-28,69,40.0,Trump 1.0
Atlanta,2017-03-01,55,40.0,Trump 1.0
Atlanta,2017-03-02,48,41.0,Trump 1.0
Atlanta,2017-03-03,40,40.0,Trump 1.0
Atlanta,2017-03-04,8,40.0,Trump 1.0
Atlanta,2017-03-05,12,40.0,Trump 1.0
Atlanta,2017-03-06,45,40.0,Trump 1.0
Atlanta,2017-03-07,88,42.0,Trump 1.0
Atlanta,2017-03-08,63,43.0,Trump 1.0
Atlanta,2017-03-09,65,46.0,Trump 1.0
