apprehension_date,Apprehension Method
12/9/15,CAP Local Incarceration
12/9/15,Probation and Parole
12/9/15,Located
12/9/15,CAP Federal Incarceration
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,CAP State Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,Probation and Parole
12/9/15,CAP Local Incarceration
12/9/15,CAP State Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,ERO Reprocessed Arrest
12/9/15,Probation and Parole
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Federal Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,287(g) Program
12/9/15,CAP State Incarceration
12/9/15,Located
12/9/15,Non-Custodial Arrest
12/9/15,Non-Custodial Arrest
12/9/15,CAP Federal Incarceration
12/9/15,CAP State Incarceration
12/9/15,CAP State Incarceration
12/9/15,Located
12/9/15,287(g) Program
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,CAP State Incarceration
12/9/15,Non-Custodial Arrest
12/9/15,ERO Reprocessed Arrest
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,Located
12/9/15,Located
12/9/15,Located
12/9/15,CAP Local Incarceration
12/9/15,CAP Local Incarceration
12/9/15,Located
12/8/15,Located
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,Probation and Parole
12/8/15,Non-Custodial Arrest
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,Patrol Interior
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,CAP State Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,Non-Custodial Arrest
12/8/15,CAP State Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,CAP Federal Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,Located
12/8/15,ERO Reprocessed Arrest
12/8/15,CAP Local Incarceration
12/8/15,Probation and Parole
12/8/15,Non-Custodial Arrest
12/8/15,CAP Federal Incarceration
12/8/15,ERO Reprocessed Arrest
12/8/15,Probation and Parole
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,Located
12/8/15,Located
12/8/15,Located
12/8/15,Other Task Force
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,Non-Custodial Arrest
12/8/15,CAP Local Incarceration
12/8/15,Probation and Parole
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,ERO Reprocessed Arrest
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,ERO Reprocessed Arrest
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Probation and Parole
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,Non-Custodial Arrest
12/8/15,ERO Reprocessed Arrest
12/8/15,CAP Federal Incarceration
12/8/15,Located
12/8/15,CAP Federal Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Other efforts
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,ERO Reprocessed Arrest
12/8/15,Probation and Parole
12/8/15,CAP Local Incarceration
12/8/15,287(g) Program
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Other efforts
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,Located
12/8/15,CAP State Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,CAP Local Incarceration
12/8/15,Probation and Parole
12/8/15,CAP State Incarceration
12/8/15,Probation and Parole
12/8/15,CAP Local Incarceration
12/8/15,Probation and Parole
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP State Incarceration
12/8/15,ERO Reprocessed Arrest
12/8/15,ERO Reprocessed Arrest
12/8/15,CAP Local Incarceration
12/8/15,ERO Reprocessed Arrest
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,Probation and Parole
12/8/15,CAP Local Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,Probation and Parole
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,Located
12/8/15,CAP Federal Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,CAP Local Incarceration
12/8/15,Probation and Parole
12/8/15,Non-Custodial Arrest
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,ERO Reprocessed Arrest
12/8/15,CAP State Incarceration
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,Located
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,ERO Reprocessed Arrest
12/8/15,Non-Custodial Arrest
12/8/15,Non-Custodial Arrest
12/8/15,CAP Local Incarceration
12/8/15,ERO Reprocessed Arrest
12/8/15,CAP Federal Incarceration
12/8/15,CAP State Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,CAP Federal Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,CAP State Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,Located
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,Probation and Parole
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,ERO Reprocessed Arrest
12/8/15,CAP State Incarceration
12/8/15,Probation and Parole
12/8/15,CAP Local Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,ERO Reprocessed Arrest
12/8/15,CAP Local Incarceration
12/8/15,Probation and Parole
12/8/15,Located
12/8/15,CAP Federal Incarceration
12/8/15,CAP State Incarceration
12/8/15,Located
12/8/15,Non-Custodial Arrest
12/8/15,CAP Local Incarceration
12/8/15,Probation and Parole
12/8/15,Patrol Interior
12/8/15,ERO Reprocessed Arrest
12/8/15,Probation and Parole
12/8/15,CAP State Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,CAP State Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,Located
12/8/15,CAP State Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,Located
12/8/15,ERO Reprocessed Arrest
12/8/15,Non-Custodial Arrest
12/8/15,Located
12/8/15,Located
12/8/15,CAP State Incarceration
12/8/15,Other efforts
12/8/15,CAP Local Incarceration
12/8/15,CAP State Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,287(g) Program
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,Located
12/8/15,Non-Custodial Arrest
12/8/15,Law Enforcement Agency Response Unit
12/8/15,CAP Federal Incarceration
12/8/15,ERO Reprocessed Arrest
12/8/15,Probation and Parole
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,Probation and Parole
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,CAP State Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP State Incarceration
12/8/15,Located
12/8/15,CAP State Incarceration
12/8/15,CAP State Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,ERO Reprocessed Arrest
12/8/15,CAP Federal Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,ERO Reprocessed Arrest
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP State Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,CAP State Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,Non-Custodial Arrest
12/8/15,CAP Federal Incarceration
12/8/15,CAP State Incarceration
12/8/15,Located
12/8/15,CAP Federal Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,Other efforts
12/8/15,CAP Federal Incarceration
12/8/15,Located
12/8/15,Located
12/8/15,Probation and Parole
12/8/15,Non-Custodial Arrest
12/8/15,CAP Local Incarceration
12/8/15,Probation and Parole
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,CAP State Incarceration
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,ERO Reprocessed Arrest
12/8/15,ERO Reprocessed Arrest
12/8/15,CAP Local Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,CAP Local Incarceration
12/8/15,CAP State Incarceration
12/8/15,Located
12/8/15,Located
12/8/15,Located
12/8/15,ERO Reprocessed Arrest
12/8/15,CAP Federal Incarceration
12/8/15,CAP Local Incarceration
12/8/15,ERO Reprocessed Arrest
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Non-Custodial Arrest
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Located
12/8/15,CAP Federal Incarceration
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,CAP Local Incarceration
12/8/15,Probation and Parole
12/8/15,Non-Custodial Arrest
12/8/15,Non-Custodial Arrest
12/8/15,Probation and Parole
12/8/15,Located
12/8/15,CAP Local Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,CAP State Incarceration
12/8/15,CAP Federal Incarceration
12/8/15,Located
12/8/15,Located
12/8/15,CAP Federal Incarceration
12/8/15,Located
12/8/15,ERO Reprocessed Arrest
12/7/15,Located
12/7/15,Other Agency (turned over to INS)
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,Located
12/7/15,CAP Local Incarceration
12/7/15,Located
12/7/15,CAP Federal Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP Federal Incarceration
12/7/15,Located
12/7/15,CAP Federal Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP State Incarceration
12/7/15,Non-Custodial Arrest
12/7/15,CAP Local Incarceration
12/7/15,Non-Custodial Arrest
12/7/15,CAP Local Incarceration
12/7/15,Non-Custodial Arrest
12/7/15,CAP Local Incarceration
12/7/15,Non-Custodial Arrest
12/7/15,CAP Federal Incarceration
12/7/15,CAP Local Incarceration
12/7/15,Law Enforcement Agency Response Unit
12/7/15,ERO Reprocessed Arrest
12/7/15,CAP State Incarceration
12/7/15,Non-Custodial Arrest
12/7/15,287(g) Program
12/7/15,Non-Custodial Arrest
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP State Incarceration
12/7/15,CAP Local Incarceration
12/7/15,Non-Custodial Arrest
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,Probation and Parole
12/7/15,CAP Local Incarceration
12/7/15,287(g) Program
12/7/15,CAP Local Incarceration
12/7/15,CAP Federal Incarceration
12/7/15,Located
12/7/15,CAP Local Incarceration
12/7/15,287(g) Program
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP State Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,287(g) Program
12/7/15,CAP Federal Incarceration
12/7/15,CAP Local Incarceration
12/7/15,Probation and Parole
12/7/15,CAP State Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP Federal Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,ERO Reprocessed Arrest
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,287(g) Program
12/7/15,CAP State Incarceration
12/7/15,ERO Reprocessed Arrest
12/7/15,Non-Custodial Arrest
12/7/15,CAP Local Incarceration
12/7/15,CAP State Incarceration
12/7/15,Non-Custodial Arrest
12/7/15,Located
12/7/15,Non-Custodial Arrest
12/7/15,Non-Custodial Arrest
12/7/15,CAP State Incarceration
12/7/15,CAP Local Incarceration
12/7/15,Non-Custodial Arrest
12/7/15,CAP Local Incarceration
12/7/15,CAP Federal Incarceration
12/7/15,ERO Reprocessed Arrest
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP State Incarceration
12/7/15,CAP Federal Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP State Incarceration
12/7/15,Other efforts
12/7/15,CAP Local Incarceration
12/7/15,CAP Federal Incarceration
12/7/15,CAP Federal Incarceration
12/7/15,Non-Custodial Arrest
12/7/15,CAP Local Incarceration
12/7/15,Located
12/7/15,CAP Federal Incarceration
12/7/15,Located
12/7/15,CAP Local Incarceration
12/7/15,CAP Federal Incarceration
12/7/15,Located
12/7/15,CAP Federal Incarceration
12/7/15,Located
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP Federal Incarceration
12/7/15,CAP Federal Incarceration
12/7/15,Located
12/7/15,Patrol Interior
12/7/15,CAP Federal Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP Federal Incarceration
12/7/15,Non-Custodial Arrest
12/7/15,CAP Local Incarceration
12/7/15,Located
12/7/15,ERO Reprocessed Arrest
12/7/15,CAP Federal Incarceration
12/7/15,CAP Federal Incarceration
12/7/15,Probation and Parole
12/7/15,Non-Custodial Arrest
12/7/15,CAP Federal Incarceration
12/7/15,CAP Federal Incarceration
12/7/15,Located
12/7/15,CAP State Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP State Incarceration
12/7/15,ERO Reprocessed Arrest
12/7/15,CAP Local Incarceration
12/7/15,CAP State Incarceration
12/7/15,CAP Federal Incarceration
12/7/15,Non-Custodial Arrest
12/7/15,CAP State Incarceration
12/7/15,CAP Federal Incarceration
12/7/15,CAP State Incarceration
12/7/15,Located
12/7/15,CAP Federal Incarceration
12/7/15,CAP State Incarceration
12/7/15,CAP Federal Incarceration
12/7/15,Probation and Parole
12/7/15,Located
12/7/15,CAP Local Incarceration
12/7/15,CAP Federal Incarceration
12/7/15,287(g) Program
12/7/15,Located
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,Located
12/7/15,CAP Federal Incarceration
12/7/15,Located
12/7/15,CAP Local Incarceration
12/7/15,Located
12/7/15,Located
12/7/15,CAP Local Incarceration
12/7/15,CAP State Incarceration
12/7/15,CAP State Incarceration
12/7/15,CAP Local Incarceration
12/7/15,CAP Local Incarceration
12/7/15,Located
12/7/15,CAP State Incarceration
12/7/15,CAP Local Incarceration
12/7/15,ERO Reprocessed Arrest
